Elapsed,Time,Pitch,Roll,Yaw,Latitude,Longitude,Altitude,Velocity,RTK Status,Latitude RTK,Longitude RTK,Altitude RTK,ALT:Altitude,ALT:Filtered Altitude,ECHO:Depth,ECHO:True Depth,ECHO:Temperature,ECHO:Pitch,ECHO:Roll
664168,12:37:55.747,0.40,0.86,-42.94,56.12808695,9.95423925,0.27,0.01,OFF,56.12808768,9.95423798,59.50,1.64,1.64,0.288,0.575,7.30,1.6,0.4
664266,12:37:55.845,0.32,0.81,-42.92,56.12808697,9.95423928,0.27,0.02,OFF,56.12808769,9.95423795,59.50,1.64,1.64,0.288,0.580,7.30,1.6,0.5
664367,12:37:55.946,0.25,0.77,-42.94,56.12808697,9.95423934,0.26,0.03,OFF,56.12808769,9.95423795,59.50,1.63,1.63,0.288,0.588,7.30,1.6,0.6
664466,12:37:56.045,0.25,0.77,-43.01,56.12808701,9.95423944,0.26,0.04,OFF,56.12808775,9.95423801,59.49,1.63,1.63,0.288,0.590,7.30,1.6,0.6
664573,12:37:56.152,0.23,0.73,-43.10,56.12808705,9.95423955,0.26,0.05,OFF,56.12808775,9.95423801,59.49,1.63,1.63,0.288,0.590,7.30,1.6,0.6
664666,12:37:56.245,0.14,0.51,-43.20,56.12808709,9.95423965,0.26,0.06,OFF,56.12808784,9.95423811,59.49,1.63,1.63,0.288,0.593,7.30,1.6,0.6
664768,12:37:56.347,0.09,0.21,-43.31,56.12808708,9.95423974,0.26,0.06,OFF,56.12808784,9.95423811,59.49,1.62,1.62,0.469,0.781,7.30,1.6,0.6
664866,12:37:56.445,0.22,-0.20,-43.45,56.12808713,9.95423985,0.26,0.05,OFF,56.12808795,9.95423823,59.50,1.62,1.62,0.000,0.000,7.30,1.5,0.6
664967,12:37:56.546,0.32,-0.48,-43.56,56.12808719,9.95423998,0.27,0.04,OFF,56.12808795,9.95423823,59.50,1.62,1.62,0.676,0.988,7.30,1.5,0.6
665069,12:37:56.648,0.33,-0.50,-43.65,56.12808722,9.95424008,0.27,0.02,OFF,56.12808804,9.95423833,59.51,1.61,1.61,0.670,0.987,7.20,1.5,0.5
665168,12:37:56.747,0.37,-0.31,-43.70,56.12808716,9.95424025,0.27,0.01,OFF,56.12808804,9.95423833,59.51,1.62,1.62,0.668,0.978,7.30,1.5,0.4
665266,12:37:56.845,0.45,-0.01,-43.75,56.12808714,9.95424029,0.27,0.03,OFF,56.12808809,9.95423841,59.51,1.63,1.63,0.669,0.971,7.30,1.4,0.4
665367,12:37:56.946,0.52,0.33,-43.75,56.12808712,9.95424032,0.28,0.04,OFF,56.12808809,9.95423841,59.51,1.63,1.63,0.683,0.983,7.20,1.4,0.3
665466,12:37:57.045,0.51,0.66,-43.74,56.12808711,9.95424034,0.28,0.04,OFF,56.12808811,9.95423845,59.51,1.63,1.63,0.684,0.984,7.30,1.4,0.2
665569,12:37:57.148,0.41,0.88,-43.71,56.12808711,9.95424037,0.29,0.04,OFF,56.12808811,9.95423845,59.51,1.63,1.63,0.477,0.777,7.30,1.4,0.1
665666,12:37:57.245,0.28,0.99,-43.68,56.12808714,9.95424045,0.29,0.03,OFF,56.12808810,9.95423850,59.50,1.62,1.62,0.450,0.757,7.30,1.4,0.1
665767,12:37:57.347,0.08,1.06,-43.63,56.12808717,9.95424053,0.28,0.02,OFF,56.12808810,9.95423850,59.50,1.62,1.62,0.432,0.740,7.30,1.4,0.0
665866,12:37:57.445,-0.03,1.01,-43.63,56.12808719,9.95424060,0.28,0.01,OFF,56.12808810,9.95423853,59.51,1.62,1.62,0.432,0.742,7.30,1.4,-0.1
665967,12:37:57.546,-0.06,0.91,-43.62,56.12808722,9.95424067,0.31,0.01,OFF,56.12808810,9.95423853,59.51,1.62,1.62,0.485,0.795,7.30,1.4,-0.1
666069,12:37:57.648,0.03,0.61,-43.63,56.12808732,9.95424079,0.31,0.02,OFF,56.12808812,9.95423853,59.52,1.62,1.62,0.445,0.755,7.30,1.4,-0.2
666168,12:37:57.747,0.18,0.44,-43.63,56.12808736,9.95424086,0.35,0.02,OFF,56.12808812,9.95423853,59.52,1.62,1.62,0.453,0.760,7.30,1.4,-0.2
666266,12:37:57.845,0.24,0.33,-43.61,56.12808740,9.95424093,0.35,0.02,OFF,56.12808813,9.95423862,59.59,1.63,1.63,0.473,0.771,7.07,1.4,-0.2
666367,12:37:57.946,0.17,0.45,-43.59,56.12808744,9.95424099,0.43,0.02,OFF,56.12808813,9.95423862,59.59,1.65,1.65,0.521,0.801,7.30,1.4,-0.2
666466,12:37:58.045,-0.04,0.55,-43.56,56.12808741,9.95424092,0.43,0.02,OFF,56.12808819,9.95423862,59.67,1.67,1.67,0.548,0.806,7.30,1.5,-0.1
666570,12:37:58.149,-0.34,0.57,-43.50,56.12808742,9.95424090,0.54,0.02,OFF,56.12808819,9.95423862,59.67,1.75,1.75,0.600,0.785,7.30,1.4,0.0
666666,12:37:58.245,-0.54,0.59,-43.48,56.12808744,9.95424088,0.54,0.03,OFF,56.12808830,9.95423843,59.80,1.77,1.77,0.653,0.808,7.20,1.4,0.2
666767,12:37:58.346,-0.57,0.67,-43.45,56.12808746,9.95424086,0.65,0.04,OFF,56.12808830,9.95423843,59.80,1.81,1.81,0.729,0.844,7.30,1.3,0.2
666866,12:37:58.445,-0.55,0.74,-43.44,56.12808740,9.95424082,0.65,0.05,OFF,56.12808836,9.95423853,59.88,1.87,1.87,0.000,0.000,7.30,1.3,0.3
666967,12:37:58.546,-0.70,0.77,-43.44,56.12808743,9.95424080,0.77,0.07,OFF,56.12808836,9.95423853,59.88,1.90,1.90,0.000,0.000,7.30,1.2,0.3
667067,12:37:58.646,-0.90,0.74,-43.43,56.12808750,9.95424077,0.77,0.09,OFF,56.12808848,9.95423842,59.97,1.98,1.98,0.000,0.000,7.30,1.2,0.3
667166,12:37:58.745,-1.20,0.76,-43.41,56.12808762,9.95424072,0.83,0.11,OFF,56.12808848,9.95423842,59.97,2.02,2.02,0.000,0.000,7.30,1.1,0.4
667267,12:37:58.846,-1.53,0.70,-43.39,56.12808777,9.95424068,0.83,0.14,OFF,56.12808878,9.95423829,60.03,2.06,2.06,0.000,0.000,7.07,1.1,0.4
667367,12:37:58.946,-1.90,0.65,-43.39,56.12808812,9.95424073,0.88,0.18,OFF,56.12808878,9.95423829,60.03,2.09,2.09,0.000,0.000,7.20,1.0,0.4
667466,12:37:59.045,-2.22,0.55,-43.37,56.12808831,9.95424058,0.88,0.22,OFF,56.12808902,9.95423818,60.07,2.13,2.13,0.000,0.000,7.30,1.0,0.5
667569,12:37:59.148,-2.44,0.16,-43.39,56.12808852,9.95424031,0.92,0.27,OFF,56.12808902,9.95423818,60.07,2.14,2.14,0.000,0.000,7.20,1.0,0.5
667666,12:37:59.245,-2.44,-0.25,-43.40,56.12808874,9.95424001,0.92,0.32,OFF,56.12808938,9.95423782,60.10,2.16,2.16,0.000,0.000,7.07,0.9,0.5
667767,12:37:59.346,-2.38,-0.53,-43.43,56.12808897,9.95423954,0.93,0.37,OFF,56.12808938,9.95423782,60.10,2.18,2.18,0.000,0.000,7.30,0.9,0.5
667866,12:37:59.445,-2.43,-0.69,-43.43,56.12808923,9.95423914,0.93,0.42,OFF,56.12808997,9.95423731,60.12,2.19,2.19,0.000,0.000,7.20,0.9,0.4
667967,12:37:59.546,-2.44,-0.79,-43.44,56.12808952,9.95423865,0.96,0.46,OFF,56.12808997,9.95423731,60.12,2.22,2.22,0.000,0.000,7.07,0.9,0.4
668067,12:37:59.646,-2.39,-0.94,-43.45,56.12808981,9.95423807,0.96,0.52,OFF,56.12809062,9.95423646,60.14,2.23,2.23,0.000,0.000,7.30,0.9,0.3
668167,12:37:59.746,-2.35,-1.17,-43.42,56.12809017,9.95423728,0.98,0.56,OFF,56.12809062,9.95423646,60.14,2.24,2.24,0.000,0.000,7.30,1.0,0.3
668266,12:37:59.845,-2.24,-1.46,-43.42,56.12809046,9.95423658,0.98,0.61,OFF,56.12809128,9.95423532,60.17,2.25,2.25,0.000,0.000,7.30,1.0,0.3
668366,12:37:59.945,-2.03,-1.71,-43.40,56.12809080,9.95423568,0.99,0.65,OFF,56.12809128,9.95423532,60.17,2.26,2.26,0.000,0.000,7.07,1.0,0.3
668466,12:38:00.045,-1.83,-1.95,-43.40,56.12809107,9.95423483,0.99,0.68,OFF,56.12809193,9.95423395,60.17,2.27,2.27,0.000,0.000,7.07,1.0,0.3
668568,12:38:00.147,-1.66,-2.06,-43.38,56.12809127,9.95423373,1.00,0.71,OFF,56.12809193,9.95423395,60.17,2.28,2.28,0.000,0.000,7.30,1.0,0.2
668666,12:38:00.245,-1.52,-1.97,-43.35,56.12809153,9.95423271,1.00,0.74,OFF,56.12809254,9.95423237,60.18,2.29,2.29,0.000,0.000,7.20,1.0,0.2
668767,12:38:00.346,-1.49,-1.82,-43.33,56.12809179,9.95423159,1.01,0.76,OFF,56.12809254,9.95423237,60.18,2.30,2.30,0.000,0.000,7.30,1.1,0.2
668866,12:38:00.445,-1.60,-1.63,-43.29,56.12809203,9.95423046,1.01,0.78,OFF,56.12809306,9.95423058,60.18,2.33,2.33,0.000,0.000,7.07,1.1,0.2
668967,12:38:00.546,-1.78,-1.35,-43.24,56.12809229,9.95422922,1.03,0.80,OFF,56.12809306,9.95423058,60.18,2.34,2.34,0.000,0.000,7.07,1.1,0.2
669068,12:38:00.647,-2.01,-0.98,-43.18,56.12809254,9.95422804,1.03,0.83,OFF,56.12809362,9.95422880,60.16,2.35,2.35,0.000,0.000,7.20,1.1,0.2
669167,12:38:00.746,-2.33,-0.55,-43.13,56.12809283,9.95422673,1.06,0.85,OFF,56.12809362,9.95422880,60.16,2.35,2.35,0.000,0.000,7.07,1.1,0.2
669266,12:38:00.845,-2.71,-0.27,-43.08,56.12809308,9.95422559,1.06,0.88,OFF,56.12809423,9.95422659,60.15,2.36,2.36,0.000,0.000,7.20,1.1,0.2
669367,12:38:00.946,-2.90,0.02,-43.05,56.12809337,9.95422429,1.08,0.92,OFF,56.12809423,9.95422659,60.15,2.38,2.38,0.000,0.000,7.07,1.1,0.2
669466,12:38:01.045,-2.97,0.29,-43.06,56.12809367,9.95422323,1.08,0.97,OFF,56.12809495,9.95422405,60.15,2.39,2.39,0.000,0.000,7.07,1.1,0.2
669571,12:38:01.150,-2.76,0.37,-43.10,56.12809405,9.95422179,1.12,1.01,OFF,56.12809495,9.95422405,60.15,2.41,2.41,0.000,0.000,7.07,1.1,0.2
669667,12:38:01.245,-2.39,0.36,-43.14,56.12809445,9.95422035,1.12,1.06,OFF,56.12809577,9.95422124,60.15,2.42,2.42,0.000,0.000,7.07,1.1,0.2
669767,12:38:01.346,-1.99,0.31,-43.22,56.12809489,9.95421879,1.14,1.09,OFF,56.12809577,9.95422124,60.15,2.44,2.44,0.000,0.000,7.07,1.1,0.2
669866,12:38:01.445,-1.57,0.27,-43.27,56.12809540,9.95421712,1.14,1.12,OFF,56.12809670,9.95421829,60.16,2.45,2.45,0.000,0.000,7.07,1.1,0.2
669967,12:38:01.546,-1.18,0.38,-43.24,56.12809593,9.95421546,1.13,1.14,OFF,56.12809670,9.95421829,60.16,2.46,2.46,0.000,0.000,7.20,1.1,0.2
670068,12:38:01.647,-0.96,0.66,-43.20,56.12809642,9.95421384,1.13,1.16,OFF,56.12809777,9.95421520,60.19,2.47,2.47,0.000,0.000,7.07,1.1,0.2
670167,12:38:01.746,-1.09,1.03,-43.19,56.12809694,9.95421204,1.12,1.17,OFF,56.12809777,9.95421520,60.19,2.47,2.47,0.000,0.000,7.20,1.1,0.2
670266,12:38:01.845,-1.51,1.43,-43.19,56.12809742,9.95421043,1.12,1.18,OFF,56.12809883,9.95421197,60.20,2.47,2.47,0.000,0.000,7.07,1.1,0.2
670367,12:38:01.946,-1.83,1.63,-43.19,56.12809798,9.95420868,1.10,1.18,OFF,56.12809883,9.95421197,60.20,2.49,2.49,0.000,0.000,7.07,1.1,0.2
670466,12:38:02.045,-1.96,1.66,-43.20,56.12809851,9.95420716,1.10,1.20,OFF,56.12809988,9.95420863,60.21,2.49,2.49,0.000,0.000,7.07,1.1,0.2
670568,12:38:02.147,-2.13,1.73,-43.18,56.12809915,9.95420545,1.11,1.22,OFF,56.12809988,9.95420863,60.21,2.50,2.50,0.000,0.000,7.07,1.1,0.2
670666,12:38:02.245,-2.13,1.67,-43.14,56.12809975,9.95420380,1.11,1.24,OFF,56.12810102,9.95420526,60.23,2.51,2.51,0.000,0.000,7.20,1.1,0.2
670767,12:38:02.346,-2.02,1.71,-43.11,56.12810045,9.95420200,1.15,1.25,OFF,56.12810102,9.95420526,60.23,2.53,2.53,0.000,0.000,7.07,1.1,0.2
670867,12:38:02.446,-1.79,1.78,-43.06,56.12810105,9.95420033,1.15,1.26,OFF,56.12810226,9.95420194,60.25,2.53,2.53,0.000,0.000,7.07,1.1,0.2
670967,12:38:02.546,-1.18,1.81,-42.92,56.12810171,9.95419858,1.16,1.27,OFF,56.12810226,9.95420194,60.25,2.53,2.53,0.000,0.000,7.07,1.1,0.2
671068,12:38:02.647,1.17,1.95,-42.72,56.12810233,9.95419694,1.16,1.24,OFF,56.12810355,9.95419863,60.27,2.54,2.54,0.000,0.000,7.07,1.1,0.2
671167,12:38:02.746,4.11,2.43,-42.56,56.12810296,9.95419530,1.18,1.17,OFF,56.12810355,9.95419863,60.27,2.55,2.55,0.000,0.000,7.07,1.1,0.2
671266,12:38:02.845,6.51,2.70,-42.48,56.12810352,9.95419387,1.18,1.05,OFF,56.12810483,9.95419568,60.28,2.56,2.56,0.000,0.000,7.07,1.1,0.2
671367,12:38:02.946,7.85,2.78,-42.41,56.12810404,9.95419255,1.19,0.89,OFF,56.12810483,9.95419568,60.28,2.55,2.55,0.000,0.000,7.07,1.0,0.2
671466,12:38:03.045,8.18,2.66,-42.38,56.12810444,9.95419153,1.19,0.71,OFF,56.12810591,9.95419331,60.28,2.56,2.56,0.000,0.000,7.07,1.0,0.2
671569,12:38:03.148,7.69,2.34,-42.35,56.12810477,9.95419075,1.20,0.54,OFF,56.12810591,9.95419331,60.28,2.56,2.56,0.000,0.000,7.07,1.0,0.2
671666,12:38:03.245,6.65,1.84,-42.29,56.12810501,9.95419024,1.20,0.38,OFF,56.12810669,9.95419159,60.29,2.56,2.56,0.000,0.000,7.07,1.0,0.2
671767,12:38:03.346,5.46,1.38,-42.23,56.12810519,9.95418993,1.22,0.26,OFF,56.12810669,9.95419159,60.29,2.56,2.56,0.000,0.000,7.07,1.0,0.2
671866,12:38:03.445,4.30,0.97,-42.21,56.12810529,9.95418975,1.22,0.18,OFF,56.12810716,9.95419060,60.29,2.56,2.56,0.000,0.000,7.07,1.0,0.2
671967,12:38:03.546,3.45,0.59,-42.15,56.12810524,9.95418976,1.27,0.13,OFF,56.12810716,9.95419060,60.29,2.56,2.56,0.000,0.000,7.20,1.1,0.2
672068,12:38:03.647,2.93,0.46,-42.08,56.12810528,9.95418963,1.27,0.11,OFF,56.12810743,9.95419009,60.29,2.57,2.57,0.000,0.000,7.07,1.1,0.2
672167,12:38:03.746,2.60,0.73,-42.04,56.12810533,9.95418951,1.28,0.10,OFF,56.12810743,9.95419009,60.29,2.58,2.58,0.000,0.000,7.20,1.1,0.2
672266,12:38:03.845,2.54,0.96,-42.07,56.12810537,9.95418937,1.28,0.10,OFF,56.12810762,9.95418981,60.28,2.57,2.57,0.000,0.000,7.07,1.1,0.2
672367,12:38:03.946,2.82,1.20,-42.17,56.12810542,9.95418918,1.28,0.10,OFF,56.12810762,9.95418981,60.28,2.57,2.57,0.000,0.000,7.07,1.1,0.2
672467,12:38:04.046,3.14,1.21,-42.24,56.12810550,9.95418879,1.28,0.09,OFF,56.12810781,9.95418957,60.25,2.57,2.57,0.000,0.000,7.07,1.1,0.2
672570,12:38:04.149,3.43,1.13,-42.30,56.12810559,9.95418865,1.22,0.08,OFF,56.12810781,9.95418957,60.25,2.55,2.55,0.000,0.000,7.07,1.1,0.2
672667,12:38:04.246,3.35,0.83,-42.37,56.12810566,9.95418859,1.22,0.05,OFF,56.12810804,9.95418948,60.23,2.55,2.55,0.000,0.000,7.07,1.1,0.2
672767,12:38:04.346,2.89,0.78,-42.48,56.12810571,9.95418861,1.16,0.03,OFF,56.12810804,9.95418948,60.23,2.53,2.53,0.000,0.000,7.07,1.1,0.2
672866,12:38:04.445,2.22,1.17,-42.68,56.12810590,9.95418861,1.16,0.05,OFF,56.12810823,9.95418948,60.21,2.52,2.52,0.000,0.000,7.07,1.1,0.2
672967,12:38:04.546,1.41,1.24,-42.89,56.12810591,9.95418876,1.06,0.09,OFF,56.12810823,9.95418948,60.21,2.50,2.50,0.000,0.000,7.07,1.1,0.2
673067,12:38:04.646,0.84,1.13,-43.11,56.12810591,9.95418893,1.06,0.12,OFF,56.12810821,9.95418961,60.18,2.47,2.47,0.000,0.000,7.07,1.1,0.2
673167,12:38:04.746,0.34,1.08,-43.26,56.12810590,9.95418915,1.01,0.15,OFF,56.12810821,9.95418961,60.18,2.45,2.45,0.000,0.000,7.07,1.0,0.2
673266,12:38:04.845,-0.14,0.94,-43.32,56.12810599,9.95418954,1.01,0.17,OFF,56.12810806,9.95418993,60.13,2.43,2.43,0.000,0.000,7.07,1.0,0.2
673367,12:38:04.946,-0.66,0.68,-43.27,56.12810592,9.95418985,0.98,0.19,OFF,56.12810806,9.95418993,60.13,2.41,2.41,0.000,0.000,7.07,1.0,0.2
673467,12:38:05.046,-1.23,0.29,-43.22,56.12810581,9.95419018,0.98,0.21,OFF,56.12810786,9.95419049,60.10,2.40,2.40,0.000,0.000,7.07,1.1,0.2
673568,12:38:05.147,-1.86,-0.16,-43.16,56.12810563,9.95419054,0.94,0.22,OFF,56.12810786,9.95419049,60.10,2.37,2.37,0.000,0.000,7.07,1.1,0.2
673666,12:38:05.245,-2.53,-0.52,-43.09,56.12810532,9.95419094,0.94,0.22,OFF,56.12810757,9.95419106,60.08,2.36,2.36,0.000,0.000,7.07,1.0,0.2
673767,12:38:05.346,-3.13,-0.68,-43.02,56.12810515,9.95419122,0.91,0.21,OFF,56.12810757,9.95419106,60.08,2.35,2.35,0.000,0.000,6.97,1.0,0.2
673866,12:38:05.445,-3.40,-0.68,-42.99,56.12810499,9.95419144,0.91,0.19,OFF,56.12810725,9.95419151,60.04,2.33,2.33,0.000,0.000,7.07,1.0,0.2
673967,12:38:05.546,-3.37,-0.32,-43.01,56.12810482,9.95419162,0.85,0.17,OFF,56.12810725,9.95419151,60.04,2.30,2.30,0.000,0.000,7.07,1.0,0.2
674067,12:38:05.646,-3.16,0.20,-43.02,56.12810466,9.95419173,0.85,0.15,OFF,56.12810689,9.95419185,59.99,2.29,2.29,0.000,0.000,7.07,1.0,0.2
674167,12:38:05.746,-2.75,0.75,-42.99,56.12810443,9.95419178,0.77,0.13,OFF,56.12810689,9.95419185,59.99,2.28,2.28,0.000,0.000,7.07,1.0,0.2
674266,12:38:05.845,-2.30,1.25,-42.93,56.12810431,9.95419180,0.77,0.10,OFF,56.12810649,9.95419211,59.92,2.26,2.26,0.000,0.000,7.07,1.0,0.2
674367,12:38:05.946,-2.00,1.39,-42.87,56.12810421,9.95419179,0.70,0.07,OFF,56.12810649,9.95419211,59.92,2.25,2.25,0.000,0.000,7.07,1.0,0.2
674466,12:38:06.045,-1.72,1.26,-42.84,56.12810415,9.95419180,0.70,0.04,OFF,56.12810623,9.95419223,59.85,2.21,2.21,0.000,0.000,6.97,1.0,0.2
674570,12:38:06.149,-1.47,1.00,-42.84,56.12810414,9.95419187,0.65,0.02,OFF,56.12810623,9.95419223,59.85,2.18,2.18,0.000,0.000,6.97,1.0,0.2
674666,12:38:06.245,-1.41,0.85,-42.86,56.12810413,9.95419187,0.65,0.04,OFF,56.12810619,9.95419208,59.82,2.16,2.16,0.000,0.000,6.97,1.0,0.2
674767,12:38:06.346,-1.23,0.66,-42.87,56.12810414,9.95419183,0.59,0.07,OFF,56.12810619,9.95419208,59.82,2.14,2.14,0.000,0.000,7.07,1.0,0.2
674867,12:38:06.446,-0.92,0.63,-42.82,56.12810415,9.95419174,0.59,0.11,OFF,56.12810624,9.95419185,59.78,2.10,2.10,0.000,0.000,7.07,1.0,0.2
674967,12:38:06.546,-0.47,0.95,-42.71,56.12810410,9.95419162,0.56,0.15,OFF,56.12810624,9.95419185,59.78,2.09,2.09,0.000,0.000,6.97,1.0,0.2
675067,12:38:06.646,0.30,1.40,-42.63,56.12810418,9.95419140,0.56,0.19,OFF,56.12810634,9.95419155,59.73,2.07,2.07,0.000,0.000,7.07,1.0,0.2
675167,12:38:06.746,1.10,1.72,-42.59,56.12810432,9.95419113,0.53,0.20,OFF,56.12810634,9.95419155,59.73,2.06,2.06,0.000,0.000,6.97,1.0,0.2
675266,12:38:06.845,1.94,1.87,-42.55,56.12810448,9.95419089,0.53,0.20,OFF,56.12810654,9.95419109,59.69,2.05,2.05,0.000,0.000,6.97,1.0,0.2
675367,12:38:06.946,2.43,1.83,-42.55,56.12810482,9.95419058,0.51,0.18,OFF,56.12810654,9.95419109,59.69,2.01,2.01,0.000,0.000,6.97,1.0,0.3
675467,12:38:07.046,2.69,1.67,-42.57,56.12810495,9.95419041,0.51,0.14,OFF,56.12810669,9.95419068,59.65,1.99,1.99,0.000,0.000,7.07,1.0,0.3
675569,12:38:07.148,2.50,1.57,-42.61,56.12810504,9.95419026,0.44,0.10,OFF,56.12810669,9.95419068,59.65,1.97,1.97,0.000,0.000,6.97,0.9,0.3
675666,12:38:07.245,2.07,1.40,-42.71,56.12810512,9.95419017,0.44,0.07,OFF,56.12810684,9.95419032,59.61,1.95,1.95,0.000,0.000,6.97,0.9,0.4
675766,12:38:07.345,1.65,1.29,-42.79,56.12810520,9.95419013,0.38,0.04,OFF,56.12810684,9.95419032,59.61,1.94,1.94,0.000,0.000,6.97,0.9,0.5
675866,12:38:07.445,1.24,1.09,-42.80,56.12810525,9.95419008,0.38,0.01,OFF,56.12810700,9.95419002,59.57,1.91,1.91,0.000,0.000,7.07,0.8,0.6
675967,12:38:07.546,0.95,1.13,-42.81,56.12810525,9.95419007,0.30,0.01,OFF,56.12810700,9.95419002,59.57,1.89,1.89,0.000,0.000,7.07,0.5,0.7
676068,12:38:07.647,0.81,1.18,-42.82,56.12810523,9.95419004,0.30,0.02,OFF,56.12810699,9.95418993,59.51,1.88,1.88,0.000,0.000,6.97,0.2,0.7
676166,12:38:07.745,0.66,1.16,-42.77,56.12810521,9.95418997,0.24,0.04,OFF,56.12810699,9.95418993,59.51,1.85,1.85,0.883,0.963,7.07,0.0,0.7
676266,12:38:07.845,0.72,1.31,-42.72,56.12810518,9.95418977,0.24,0.04,OFF,56.12810691,9.95418984,59.46,1.81,1.81,0.872,0.997,6.97,-0.1,0.6
676367,12:38:07.946,0.67,1.53,-42.67,56.12810520,9.95418974,0.18,0.05,OFF,56.12810691,9.95418984,59.46,1.79,1.79,0.866,1.009,6.97,-0.2,0.5
676466,12:38:08.045,0.46,1.67,-42.59,56.12810521,9.95418975,0.18,0.05,OFF,56.12810688,9.95418977,59.44,1.77,1.77,0.924,1.079,6.97,-0.2,0.4
676570,12:38:08.149,0.26,1.68,-42.54,56.12810522,9.95418980,0.16,0.06,OFF,56.12810688,9.95418977,59.44,1.76,1.76,0.926,1.093,6.87,-0.2,0.3
676667,12:38:08.246,0.08,1.58,-42.53,56.12810531,9.95418972,0.16,0.06,OFF,56.12810682,9.95418979,59.43,1.75,1.75,0.925,1.102,6.97,-0.2,0.2
676767,12:38:08.346,-0.18,1.52,-42.55,56.12810531,9.95418976,0.16,0.07,OFF,56.12810682,9.95418979,59.43,1.74,1.74,0.958,1.145,6.97,-0.1,0.1
676866,12:38:08.445,-0.42,1.32,-42.54,56.12810531,9.95418984,0.16,0.08,OFF,56.12810672,9.95418986,59.43,1.74,1.74,0.953,1.143,7.07,-0.1,0.0
676967,12:38:08.546,-0.61,1.06,-42.58,56.12810533,9.95418994,0.17,0.08,OFF,56.12810672,9.95418986,59.43,1.74,1.74,0.967,1.157,6.97,0.1,-0.2
677069,12:38:08.648,-0.57,0.75,-42.62,56.12810535,9.95419000,0.17,0.07,OFF,56.12810669,9.95418996,59.43,1.74,1.74,0.952,1.142,6.97,0.2,-0.3
677167,12:38:08.746,-0.48,0.50,-42.67,56.12810538,9.95419007,0.20,0.06,OFF,56.12810669,9.95418996,59.43,1.74,1.74,0.943,1.133,6.97,0.4,-0.4
677266,12:38:08.845,-0.33,0.40,-42.70,56.12810540,9.95419008,0.20,0.05,OFF,56.12810669,9.95419011,59.42,1.73,1.73,0.973,1.171,6.97,0.9,-0.6
677367,12:38:08.946,-0.26,0.53,-42.72,56.12810543,9.95419005,0.19,0.03,OFF,56.12810669,9.95419011,59.42,1.73,1.73,0.957,1.152,6.97,1.2,-0.6
677467,12:38:09.046,-0.26,0.69,-42.77,56.12810545,9.95419000,0.19,0.02,OFF,56.12810669,9.95419019,59.41,1.73,1.73,0.951,1.148,6.87,1.5,-0.6
677570,12:38:09.149,-0.17,0.83,-42.80,56.12810546,9.95418977,0.18,0.00,OFF,56.12810669,9.95419019,59.41,1.73,1.73,0.948,1.148,6.97,1.8,-0.6
677667,12:38:09.246,-0.08,1.03,-42.84,56.12810547,9.95418972,0.18,0.01,OFF,56.12810672,9.95419023,59.38,1.73,1.73,0.976,1.176,6.97,2.1,-0.6
677767,12:38:09.346,0.04,1.18,-42.88,56.12810548,9.95418968,0.17,0.02,OFF,56.12810672,9.95419023,59.38,1.72,1.72,0.937,1.144,7.07,2.2,-0.5
677867,12:38:09.446,0.20,1.24,-42.83,56.12810549,9.95418962,0.17,0.02,OFF,56.12810675,9.95419017,59.36,1.72,1.72,0.907,1.117,6.97,2.4,-0.5
677967,12:38:09.546,0.33,1.09,-42.73,56.12810545,9.95418955,0.15,0.03,OFF,56.12810675,9.95419017,59.36,1.71,1.71,0.893,1.110,6.97,2.6,-0.4
678068,12:38:09.647,0.35,0.79,-42.65,56.12810550,9.95418950,0.15,0.04,OFF,56.12810679,9.95419004,59.35,1.70,1.70,0.897,1.125,6.87,2.7,-0.4
678167,12:38:09.746,0.46,0.89,-42.63,56.12810557,9.95418945,0.14,0.04,OFF,56.12810679,9.95419004,59.35,1.69,1.69,0.889,1.124,6.97,2.8,-0.3
678266,12:38:09.845,0.59,1.02,-42.60,56.12810561,9.95418941,0.14,0.04,OFF,56.12810686,9.95418989,59.34,1.69,1.69,0.924,1.164,6.97,2.9,-0.2
678367,12:38:09.946,0.79,1.25,-42.55,56.12810566,9.95418935,0.14,0.03,OFF,56.12810686,9.95418989,59.34,1.68,1.68,0.907,1.155,6.97,2.9,-0.2
678466,12:38:10.045,0.89,1.49,-42.51,56.12810566,9.95418926,0.14,0.03,OFF,56.12810693,9.95418977,59.33,1.68,1.68,0.883,1.133,6.87,3.0,-0.2
678569,12:38:10.148,0.86,1.46,-42.46,56.12810565,9.95418914,0.14,0.03,OFF,56.12810693,9.95418977,59.33,1.68,1.68,0.896,1.146,6.97,3.0,-0.2
678666,12:38:10.245,0.83,1.39,-42.49,56.12810563,9.95418908,0.14,0.03,OFF,56.12810699,9.95418971,59.33,1.67,1.67,0.877,1.134,7.07,3.0,-0.1
678767,12:38:10.346,0.79,1.32,-42.55,56.12810551,9.95418886,0.14,0.04,OFF,56.12810699,9.95418971,59.33,1.67,1.67,0.871,1.133,6.87,3.0,-0.1
678866,12:38:10.445,0.76,1.15,-42.63,56.12810548,9.95418885,0.14,0.04,OFF,56.12810705,9.95418971,59.34,1.67,1.67,0.865,1.125,6.97,2.9,-0.1
678967,12:38:10.546,0.66,1.09,-42.71,56.12810546,9.95418886,0.14,0.05,OFF,56.12810705,9.95418971,59.34,1.67,1.67,0.867,1.127,6.97,2.8,-0.1
