Elapsed,Time,Pitch,Roll,Yaw,Latitude,Longitude,Altitude,Velocity,RTK Status,Latitude RTK,Longitude RTK,Altitude RTK,ALT:Altitude,ALT:Filtered Altitude,ECHO:Depth,ECHO:True Depth,ECHO:Temperature,ECHO:Pitch,ECHO:Roll
497167,12:35:08.746,4.47,0.30,-139.63,56.12778928,9.95484888,1.25,0.20,ON,56.12776840,9.95482479,59.81,1.09,1.09,0.000,0.000,11.98,0.1,-2.9
497266,12:35:08.845,3.97,0.11,-139.63,56.12778918,9.95484863,1.25,0.16,ON,56.12776803,9.95482428,59.89,1.11,1.11,0.000,0.000,11.88,0.2,-2.9
497367,12:35:08.946,3.63,-0.04,-139.61,56.12778901,9.95484818,1.33,0.13,ON,56.12776803,9.95482428,59.89,1.13,1.13,0.000,0.000,11.88,0.2,-2.8
497466,12:35:09.045,3.47,-0.15,-139.59,56.12778891,9.95484801,1.33,0.11,ON,56.12776777,9.95482380,59.96,1.15,1.15,0.000,0.000,11.98,0.2,-2.8
497570,12:35:09.149,3.26,-0.15,-139.58,56.12778886,9.95484789,1.41,0.08,ON,56.12776777,9.95482380,59.96,1.24,1.24,0.000,0.000,11.98,0.2,-2.8
497666,12:35:09.245,2.81,-0.09,-139.58,56.12778880,9.95484782,1.41,0.06,ON,56.12776758,9.95482364,60.04,1.28,1.28,0.000,0.000,11.88,0.2,-2.8
497766,12:35:09.345,2.59,-0.06,-139.55,56.12778869,9.95484783,1.49,0.06,ON,56.12776758,9.95482364,60.04,1.30,1.30,0.000,0.000,11.76,0.2,-2.8
497866,12:35:09.445,2.56,0.05,-139.55,56.12778862,9.95484778,1.49,0.06,ON,56.12776750,9.95482350,60.12,1.33,1.33,0.000,0.000,11.88,0.3,-2.8
497967,12:35:09.546,2.43,0.23,-139.54,56.12778853,9.95484764,1.57,0.05,ON,56.12776750,9.95482350,60.12,1.37,1.37,0.000,0.000,11.88,0.3,-2.8
498069,12:35:09.648,2.22,0.39,-139.57,56.12778847,9.95484755,1.57,0.05,ON,56.12776739,9.95482338,60.19,1.46,1.46,0.000,0.000,11.88,0.3,-2.7
498167,12:35:09.746,2.17,0.46,-139.61,56.12778845,9.95484741,1.65,0.04,ON,56.12776739,9.95482338,60.19,1.49,1.49,0.000,0.000,11.88,0.3,-2.7
498266,12:35:09.845,2.18,0.45,-139.64,56.12778844,9.95484739,1.65,0.04,ON,56.12776736,9.95482343,60.27,1.51,1.51,0.000,0.000,11.98,0.3,-2.7
498367,12:35:09.946,2.11,0.46,-139.66,56.12778843,9.95484736,1.72,0.03,ON,56.12776736,9.95482343,60.27,1.50,1.50,0.000,0.000,11.88,0.3,-2.7
498466,12:35:10.045,2.02,0.45,-139.68,56.12778842,9.95484735,1.72,0.03,ON,56.12776732,9.95482344,60.34,1.53,1.53,0.000,0.000,11.88,0.3,-2.7
498570,12:35:10.149,2.02,0.41,-139.67,56.12778840,9.95484734,1.79,0.03,ON,56.12776732,9.95482344,60.34,1.58,1.58,0.000,0.000,11.88,0.3,-2.7
498667,12:35:10.246,1.94,0.44,-139.66,56.12778840,9.95484737,1.79,0.03,ON,56.12776723,9.95482347,60.42,1.60,1.60,0.000,0.000,11.88,0.3,-2.7
498767,12:35:10.346,1.80,0.52,-139.69,56.12778836,9.95484740,1.87,0.02,ON,56.12776723,9.95482347,60.42,1.63,1.63,0.000,0.000,11.88,0.4,-2.7
498866,12:35:10.445,1.75,0.38,-139.72,56.12778832,9.95484741,1.87,0.02,ON,56.12776718,9.95482349,60.50,1.66,1.66,0.000,0.000,11.88,0.4,-2.6
498967,12:35:10.546,1.47,0.34,-139.73,56.12778827,9.95484739,1.95,0.02,ON,56.12776718,9.95482349,60.50,1.69,1.69,0.000,0.000,11.98,0.3,-2.6
499069,12:35:10.648,0.36,0.36,-139.69,56.12778816,9.95484741,1.95,0.02,ON,56.12776718,9.95482353,60.56,1.78,1.78,0.000,0.000,11.98,0.6,-2.3
499166,12:35:10.745,0.13,0.44,-139.65,56.12778816,9.95484749,2.00,0.01,ON,56.12776718,9.95482353,60.56,1.80,1.80,0.000,0.000,11.98,0.9,-2.0
499266,12:35:10.845,0.41,0.44,-139.62,56.12778816,9.95484751,2.00,0.02,ON,56.12776712,9.95482355,60.62,1.83,1.83,0.000,0.000,11.88,0.9,-1.8
499367,12:35:10.946,0.77,0.55,-139.64,56.12778813,9.95484742,2.06,0.03,ON,56.12776712,9.95482355,60.62,1.86,1.86,0.000,0.000,11.98,1.0,-1.5
499467,12:35:11.046,1.18,0.50,-139.64,56.12778809,9.95484728,2.06,0.05,ON,56.12776710,9.95482337,60.68,1.89,1.89,0.000,0.000,11.88,1.2,-1.2
499573,12:35:11.152,1.55,0.43,-139.66,56.12778805,9.95484711,2.15,0.05,ON,56.12776710,9.95482337,60.68,1.91,1.91,0.000,0.000,11.88,1.3,-1.0
499666,12:35:11.245,1.82,0.33,-139.67,56.12778803,9.95484698,2.15,0.05,ON,56.12776704,9.95482323,60.76,1.94,1.94,0.000,0.000,11.98,1.4,-0.7
499767,12:35:11.346,1.93,0.05,-139.72,56.12778804,9.95484695,2.23,0.04,ON,56.12776704,9.95482323,60.76,1.98,1.98,0.000,0.000,11.98,1.6,-0.5
499866,12:35:11.445,2.02,-0.17,-139.74,56.12778808,9.95484670,2.23,0.02,ON,56.12776703,9.95482305,60.82,2.02,2.02,0.000,0.000,11.98,1.6,-0.2
499967,12:35:11.546,1.97,-0.17,-139.76,56.12778808,9.95484654,2.31,0.00,ON,56.12776703,9.95482305,60.82,2.09,2.09,0.000,0.000,11.88,1.8,0.0
500068,12:35:11.647,1.89,-0.10,-139.72,56.12778806,9.95484646,2.31,0.02,ON,56.12776698,9.95482294,60.92,2.13,2.13,0.000,0.000,11.88,1.9,0.3
500167,12:35:11.746,1.87,0.27,-139.69,56.12778800,9.95484653,2.42,0.04,ON,56.12776698,9.95482294,60.92,2.16,2.16,0.000,0.000,11.88,1.9,0.6
500266,12:35:11.845,1.93,0.66,-139.62,56.12778792,9.95484658,2.42,0.05,ON,56.12776691,9.95482298,61.02,2.19,2.19,0.000,0.000,11.88,2.1,0.8
500367,12:35:11.946,1.97,0.90,-139.50,56.12778768,9.95484665,2.54,0.05,ON,56.12776691,9.95482298,61.02,2.27,2.27,0.000,0.000,11.98,1.9,0.7
500466,12:35:12.045,2.08,0.93,-139.30,56.12778759,9.95484663,2.54,0.05,ON,56.12776678,9.95482300,61.15,2.31,2.31,0.000,0.000,11.88,1.7,0.6
500568,12:35:12.147,2.17,0.96,-138.92,56.12778753,9.95484658,2.69,0.05,ON,56.12776678,9.95482300,61.15,2.35,2.35,0.000,0.000,11.88,1.8,0.6
500666,12:35:12.245,2.25,0.98,-138.13,56.12778749,9.95484653,2.69,0.05,ON,56.12776666,9.95482307,61.30,2.42,2.42,0.000,0.000,11.98,1.7,0.6
500767,12:35:12.346,2.46,1.03,-136.87,56.12778758,9.95484647,2.83,0.05,ON,56.12776666,9.95482307,61.30,2.48,2.48,0.000,0.000,11.88,1.6,0.4
500866,12:35:12.445,2.67,1.09,-134.88,56.12778756,9.95484643,2.83,0.04,ON,56.12776658,9.95482302,61.44,2.60,2.60,0.000,0.000,11.88,1.6,0.4
500967,12:35:12.546,2.69,1.24,-132.28,56.12778755,9.95484637,2.98,0.03,ON,56.12776658,9.95482302,61.44,2.66,2.66,0.000,0.000,11.98,1.5,0.4
501068,12:35:12.647,2.36,1.46,-128.96,56.12778754,9.95484636,2.98,0.02,ON,56.12776653,9.95482325,61.59,2.72,2.72,0.000,0.000,11.76,1.4,0.4
501167,12:35:12.746,2.22,1.42,-125.19,56.12778754,9.95484651,3.14,0.02,ON,56.12776653,9.95482325,61.59,2.78,2.78,0.000,0.000,11.98,1.4,0.3
501267,12:35:12.846,2.26,1.23,-121.21,56.12778755,9.95484651,3.14,0.03,ON,56.12776664,9.95482350,61.74,2.91,2.91,0.000,0.000,11.98,1.3,0.3
501367,12:35:12.946,2.07,0.84,-117.04,56.12778754,9.95484637,3.30,0.04,ON,56.12776664,9.95482350,61.74,2.97,2.97,0.000,0.000,11.98,1.4,0.3
501466,12:35:13.045,1.87,0.67,-112.75,56.12778755,9.95484628,3.30,0.05,ON,56.12776678,9.95482388,61.88,3.03,3.03,0.000,0.000,11.98,1.3,0.3
501568,12:35:13.147,1.64,0.84,-108.42,56.12778747,9.95484621,3.45,0.06,ON,56.12776678,9.95482388,61.88,3.09,3.09,0.000,0.000,12.07,1.3,0.3
501666,12:35:13.245,1.22,1.28,-104.10,56.12778750,9.95484629,3.45,0.07,ON,56.12776688,9.95482432,62.02,3.14,3.14,0.000,0.000,11.88,1.4,0.2
501767,12:35:13.346,0.86,1.48,-99.73,56.12778758,9.95484646,3.59,0.08,ON,56.12776688,9.95482432,62.02,3.25,3.25,0.000,0.000,11.88,1.3,0.2
501866,12:35:13.445,0.36,1.58,-95.38,56.12778762,9.95484659,3.59,0.07,ON,56.12776699,9.95482499,62.13,3.30,3.30,0.000,0.000,11.88,1.4,0.2
501967,12:35:13.546,-0.28,1.51,-91.06,56.12778760,9.95484663,3.73,0.06,ON,56.12776699,9.95482499,62.13,3.34,3.34,0.000,0.000,11.88,1.4,0.2
502069,12:35:13.648,-0.80,1.51,-86.87,56.12778750,9.95484665,3.73,0.06,ON,56.12776714,9.95482543,62.27,3.37,3.37,0.000,0.000,11.66,1.4,0.2
502167,12:35:13.746,-1.51,1.41,-83.01,56.12778755,9.95484656,3.86,0.06,ON,56.12776714,9.95482543,62.27,3.42,3.42,0.000,0.000,11.88,1.4,0.2
502266,12:35:13.845,-2.51,1.13,-79.47,56.12778762,9.95484649,3.86,0.09,ON,56.12776723,9.95482577,62.40,3.51,3.51,0.000,0.000,11.88,1.4,0.2
502367,12:35:13.946,-3.36,0.90,-76.28,56.12778773,9.95484647,3.99,0.14,ON,56.12776723,9.95482577,62.40,3.58,3.58,0.000,0.000,11.88,1.5,0.2
502466,12:35:14.045,-4.00,0.83,-73.35,56.12778792,9.95484653,3.99,0.22,ON,56.12776742,9.95482579,62.53,3.65,3.65,0.000,0.000,11.98,1.5,0.2
502569,12:35:14.148,-4.60,0.78,-70.72,56.12778802,9.95484615,4.13,0.30,ON,56.12776742,9.95482579,62.53,3.72,3.72,0.000,0.000,11.98,1.5,0.2
502666,12:35:14.245,-4.91,0.79,-68.38,56.12778813,9.95484564,4.13,0.39,ON,56.12776757,9.95482526,62.66,3.86,3.86,0.000,0.000,11.88,1.5,0.2
502767,12:35:14.346,-5.12,0.85,-66.29,56.12778829,9.95484491,4.28,0.48,ON,56.12776757,9.95482526,62.66,3.92,3.92,0.000,0.000,11.88,1.5,0.2
502866,12:35:14.445,-5.14,0.81,-64.33,56.12778844,9.95484408,4.28,0.56,ON,56.12776783,9.95482415,62.80,3.97,3.97,0.000,0.000,11.88,1.5,0.3
502967,12:35:14.546,-4.96,0.76,-62.46,56.12778865,9.95484319,4.42,0.64,ON,56.12776783,9.95482415,62.80,4.02,4.02,0.000,0.000,11.88,1.5,0.3
503068,12:35:14.648,-4.71,0.81,-60.68,56.12778887,9.95484222,4.42,0.72,ON,56.12776812,9.95482265,62.93,4.07,4.07,0.000,0.000,11.88,1.5,0.2
503167,12:35:14.746,-4.58,0.67,-59.02,56.12778911,9.95484106,4.56,0.78,ON,56.12776812,9.95482265,62.93,4.17,4.17,0.000,0.000,11.98,1.5,0.2
503266,12:35:14.845,-4.52,0.37,-57.42,56.12778931,9.95483995,4.56,0.83,ON,56.12776848,9.95482066,63.05,4.23,4.23,0.000,0.000,11.88,1.5,0.2
503367,12:35:14.946,-4.52,0.56,-55.80,56.12778958,9.95483870,4.71,0.87,ON,56.12776848,9.95482066,63.05,4.30,4.30,0.000,0.000,11.88,1.5,0.2
503466,12:35:15.045,-4.55,0.98,-54.14,56.12778984,9.95483744,4.71,0.91,ON,56.12776894,9.95481843,63.20,4.37,4.37,0.000,0.000,11.88,1.5,0.2
503569,12:35:15.148,-4.50,1.16,-52.40,56.12779012,9.95483601,4.85,0.94,ON,56.12776894,9.95481843,63.20,4.42,4.42,0.000,0.000,11.88,1.6,0.2
503667,12:35:15.246,-4.41,1.26,-50.55,56.12779040,9.95483461,4.85,0.97,ON,56.12776945,9.95481594,63.33,4.53,4.53,0.000,0.000,11.88,1.5,0.2
503766,12:35:15.345,-4.23,1.24,-48.53,56.12779065,9.95483304,5.00,1.00,ON,56.12776945,9.95481594,63.33,4.58,4.58,0.000,0.000,11.88,1.6,0.2
503866,12:35:15.445,-3.94,1.14,-46.35,56.12779099,9.95483156,5.00,1.03,ON,56.12777006,9.95481330,63.46,4.64,4.64,0.000,0.000,11.88,1.6,0.2
503967,12:35:15.546,-3.55,1.05,-44.05,56.12779139,9.95482995,5.13,1.05,ON,56.12777006,9.95481330,63.46,4.69,4.69,0.000,0.000,11.98,1.6,0.2
504068,12:35:15.647,-3.22,1.13,-41.72,56.12779179,9.95482842,5.13,1.06,ON,56.12777072,9.95481069,63.58,4.80,4.80,0.000,0.000,11.88,1.6,0.2
504167,12:35:15.746,-2.89,1.46,-39.49,56.12779217,9.95482688,5.25,1.07,ON,56.12777072,9.95481069,63.58,4.85,4.85,0.000,0.000,11.88,1.6,0.2
504266,12:35:15.845,-2.65,1.79,-37.38,56.12779260,9.95482541,5.25,1.07,ON,56.12777140,9.95480798,63.68,4.88,4.88,0.000,0.000,11.98,1.6,0.2
504366,12:35:15.945,-2.62,1.98,-35.36,56.12779310,9.95482386,5.38,1.08,ON,56.12777140,9.95480798,63.68,4.93,4.93,0.000,0.000,11.98,1.6,0.2
504466,12:35:16.045,-2.71,2.31,-33.43,56.12779358,9.95482242,5.38,1.07,ON,56.12777217,9.95480526,63.78,4.98,4.98,0.000,0.000,11.88,1.6,0.2
504573,12:35:16.152,-3.09,2.36,-31.61,56.12779402,9.95482111,5.50,1.07,ON,56.12777217,9.95480526,63.78,5.10,5.10,0.000,0.000,11.88,1.6,0.2
504667,12:35:16.246,-3.50,2.29,-29.89,56.12779452,9.95481977,5.50,1.08,ON,56.12777308,9.95480263,63.88,5.13,5.13,0.000,0.000,11.88,1.6,0.2
504767,12:35:16.346,-3.74,2.36,-28.26,56.12779511,9.95481839,5.60,1.10,ON,56.12777308,9.95480263,63.88,5.17,5.17,0.000,0.000,11.88,1.6,0.2
504866,12:35:16.445,-3.86,2.46,-26.72,56.12779572,9.95481705,5.60,1.13,ON,56.12777415,9.95479999,63.98,5.21,5.21,0.000,0.000,11.88,1.6,0.2
504968,12:35:16.547,-4.05,2.32,-25.41,56.12779648,9.95481562,5.70,1.17,ON,56.12777415,9.95479999,63.98,5.31,5.31,0.000,0.000,11.88,1.6,0.2
505068,12:35:16.647,-4.29,1.83,-24.38,56.12779719,9.95481423,5.70,1.20,ON,56.12777538,9.95479741,64.07,5.35,5.35,0.000,0.000,11.88,1.6,0.2
505167,12:35:16.746,-4.41,1.18,-23.47,56.12779798,9.95481280,5.80,1.25,ON,56.12777538,9.95479741,64.07,5.37,5.37,0.000,0.000,11.98,1.6,0.2
505266,12:35:16.845,-4.30,0.87,-22.62,56.12779876,9.95481143,5.80,1.29,ON,56.12777681,9.95479478,64.17,5.41,5.41,0.000,0.000,11.88,1.6,0.2
505367,12:35:16.946,-4.08,0.70,-21.85,56.12779961,9.95480997,5.88,1.32,ON,56.12777681,9.95479478,64.17,5.44,5.44,0.000,0.000,11.88,1.6,0.2
505466,12:35:17.045,-3.81,0.54,-21.16,56.12780037,9.95480866,5.88,1.35,ON,56.12777832,9.95479198,64.24,5.54,5.54,0.000,0.000,11.88,1.6,0.2
505569,12:35:17.149,-3.75,0.89,-20.56,56.12780121,9.95480722,5.96,1.37,ON,56.12777832,9.95479198,64.24,5.59,5.59,0.000,0.000,11.88,1.6,0.2
505667,12:35:17.246,-3.90,1.14,-20.10,56.12780205,9.95480583,5.96,1.38,ON,56.12778000,9.95478917,64.29,5.65,5.65,0.000,0.000,11.88,1.6,0.2
505767,12:35:17.346,-4.18,1.23,-19.73,56.12780300,9.95480433,6.02,1.38,ON,56.12778000,9.95478917,64.29,5.68,5.68,0.000,0.000,11.88,1.6,0.2
505866,12:35:17.445,-4.39,1.25,-19.45,56.12780387,9.95480303,6.02,1.39,ON,56.12778175,9.95478639,64.36,5.71,5.71,0.000,0.000,11.88,1.6,0.2
505967,12:35:17.546,-4.54,0.98,-19.27,56.12780486,9.95480159,6.05,1.40,ON,56.12778175,9.95478639,64.36,5.75,5.75,0.000,0.000,11.88,1.6,0.2
506068,12:35:17.647,-4.41,0.62,-19.18,56.12780582,9.95480027,6.05,1.40,ON,56.12778358,9.95478372,64.38,5.79,5.79,0.000,0.000,11.88,1.6,0.2
506167,12:35:17.746,-4.15,0.28,-19.13,56.12780685,9.95479895,6.06,1.41,ON,56.12778358,9.95478372,64.38,5.81,5.81,0.000,0.000,11.88,1.6,0.2
506266,12:35:17.845,-4.07,0.15,-19.14,56.12780784,9.95479780,6.06,1.42,ON,56.12778548,9.95478113,64.39,5.82,5.82,0.000,0.000,11.88,1.6,0.2
506367,12:35:17.946,-4.07,0.35,-19.12,56.12780890,9.95479653,6.06,1.42,ON,56.12778548,9.95478113,64.39,5.82,5.82,0.000,0.000,11.88,1.6,0.2
506467,12:35:18.046,-3.95,0.81,-19.05,56.12780993,9.95479534,6.06,1.43,ON,56.12778750,9.95477868,64.38,5.82,5.82,0.000,0.000,11.88,1.6,0.2
506568,12:35:18.147,-4.05,0.97,-19.03,56.12781103,9.95479408,6.04,1.44,ON,56.12778750,9.95477868,64.38,5.82,5.82,0.000,0.000,11.88,1.5,0.2
506666,12:35:18.245,-4.05,0.84,-19.01,56.12781210,9.95479296,6.04,1.45,ON,56.12778958,9.95477636,64.36,5.83,5.83,0.000,0.000,11.88,1.5,0.2
506767,12:35:18.346,-3.88,0.69,-19.00,56.12781326,9.95479177,6.00,1.47,ON,56.12778958,9.95477636,64.36,5.84,5.84,0.000,0.000,11.88,1.5,0.2
506866,12:35:18.445,-3.65,0.98,-18.98,56.12781437,9.95479064,6.00,1.49,ON,56.12779171,9.95477410,64.33,5.81,5.81,0.000,0.000,11.88,1.6,0.2
506967,12:35:18.546,-3.41,1.33,-18.98,56.12781553,9.95478947,5.96,1.51,ON,56.12779171,9.95477410,64.33,5.83,5.83,0.000,0.000,11.76,1.6,0.2
507069,12:35:18.648,-3.14,1.45,-18.96,56.12781666,9.95478837,5.96,1.53,ON,56.12779396,9.95477187,64.31,5.85,5.85,0.000,0.000,11.88,1.5,0.2
507167,12:35:18.746,-2.98,1.88,-19.01,56.12781776,9.95478728,5.93,1.54,ON,56.12779396,9.95477187,64.31,5.81,5.81,0.000,0.000,11.88,1.6,0.2
507266,12:35:18.845,-2.84,2.08,-19.14,56.12781892,9.95478621,5.93,1.55,ON,56.12779632,9.95476972,64.29,5.79,5.79,0.000,0.000,11.88,1.6,0.2
507366,12:35:18.945,-2.86,1.92,-19.26,56.12782012,9.95478512,5.91,1.56,ON,56.12779632,9.95476972,64.29,5.77,5.77,0.000,0.000,11.88,1.6,0.2
507466,12:35:19.045,-2.83,1.61,-19.45,56.12782130,9.95478409,5.91,1.58,ON,56.12779874,9.95476760,64.29,5.71,5.71,0.000,0.000,11.98,1.5,0.2
507569,12:35:19.148,-3.09,1.58,-19.58,56.12782250,9.95478309,5.88,1.59,ON,56.12779874,9.95476760,64.29,5.71,5.71,0.000,0.000,11.88,1.5,0.2
507666,12:35:19.245,-3.36,1.49,-19.62,56.12782376,9.95478202,5.88,1.62,ON,56.12780127,9.95476544,64.29,5.72,5.72,0.000,0.000,11.88,1.5,0.2
507766,12:35:19.346,-3.74,1.50,-19.52,56.12782515,9.95478084,5.87,1.65,ON,56.12780127,9.95476544,64.29,5.73,5.73,0.000,0.000,11.88,1.5,0.2
