Elapsed,Time,Pitch,Roll,Yaw,Latitude,Longitude,Altitude,Velocity,RTK Status,Latitude RTK,Longitude RTK,Altitude RTK,ALT:Altitude,ALT:Filtered Altitude,ECHO:Depth,ECHO:True Depth,ECHO:Temperature,ECHO:Pitch,ECHO:Roll
51756,12:56:49.211,4.51,8.58,-122.14,56.12778194,9.95481105,3.12,0.44,ON,56.12775561,9.95478969,61.63,2.81,2.81,0.000,0.000,0.25,0.7,0.6
51849,12:56:49.304,4.25,8.99,-121.88,56.12778238,9.95481029,3.41,0.55,ON,56.12775589,9.95478843,61.89,2.90,2.90,0.000,0.000,0.25,0.7,0.6
51951,12:56:49.406,4.50,9.51,-121.58,56.12778275,9.95480943,3.41,0.66,ON,56.12775589,9.95478843,61.89,3.06,3.06,0.000,0.000,0.25,0.7,0.6
52049,12:56:49.504,4.86,9.96,-121.25,56.12778315,9.95480851,3.66,0.76,ON,56.12775650,9.95478666,62.12,3.19,3.19,0.000,0.000,0.25,0.7,0.6
52148,12:56:49.603,4.75,10.43,-121.02,56.12778364,9.95480746,3.66,0.87,ON,56.12775650,9.95478666,62.12,3.31,3.31,0.000,0.000,0.25,0.7,0.6
52248,12:56:49.704,4.82,10.74,-120.62,56.12778422,9.95480642,3.93,0.98,ON,56.12775742,9.95478466,62.34,3.45,3.45,0.000,0.000,0.25,0.7,0.6
52348,12:56:49.803,4.72,10.68,-120.20,56.12778492,9.95480519,3.93,1.08,ON,56.12775742,9.95478466,62.34,3.54,3.54,0.000,0.000,0.25,0.7,0.6
52450,12:56:49.905,4.24,10.44,-119.76,56.12778569,9.95480403,4.15,1.17,ON,56.12775875,9.95478234,62.54,3.72,3.72,0.000,0.000,0.25,0.7,0.6
52548,12:56:50.003,4.08,10.36,-119.08,56.12778659,9.95480285,4.15,1.25,ON,56.12775875,9.95478234,62.54,3.81,3.81,0.000,0.000,0.25,0.7,0.6
52649,12:56:50.104,3.74,10.55,-118.35,56.12778746,9.95480157,4.34,1.33,ON,56.12776044,9.95477997,62.73,3.88,3.88,0.000,0.000,0.25,0.7,0.6
52748,12:56:50.203,3.22,10.82,-117.60,56.12778846,9.95480020,4.34,1.41,ON,56.12776044,9.95477997,62.73,3.99,3.99,0.000,0.000,0.25,0.7,0.6
52849,12:56:50.304,3.07,11.17,-116.53,56.12778949,9.95479890,4.51,1.50,ON,56.12776242,9.95477747,62.90,4.09,4.09,0.000,0.000,0.25,0.7,0.6
52949,12:56:50.404,2.52,11.66,-115.08,56.12779068,9.95479753,4.51,1.59,ON,56.12776242,9.95477747,62.90,4.28,4.28,0.000,0.000,0.25,0.7,0.6
53049,12:56:50.504,1.84,12.10,-113.27,56.12779188,9.95479622,4.66,1.70,ON,56.12776466,9.95477493,63.01,4.36,4.36,0.000,0.000,0.25,0.7,0.6
53148,12:56:50.603,1.62,12.00,-111.09,56.12779311,9.95479505,4.66,1.82,ON,56.12776466,9.95477493,63.01,4.42,4.42,0.000,0.000,0.25,0.7,0.6
53249,12:56:50.704,1.67,11.31,-108.78,56.12779447,9.95479365,4.77,1.93,ON,56.12776732,9.95477217,63.14,4.49,4.49,0.000,0.000,0.25,0.7,0.6
53348,12:56:50.803,1.65,10.66,-106.48,56.12779606,9.95479209,4.77,2.04,ON,56.12776732,9.95477217,63.14,4.58,4.58,0.000,0.000,0.25,0.7,0.6
53450,12:56:50.905,1.44,10.20,-104.33,56.12779766,9.95479057,4.88,2.13,ON,56.12777036,9.95476938,63.27,4.61,4.61,0.000,0.000,0.25,0.7,0.6
53548,12:56:51.003,1.13,9.63,-102.19,56.12779958,9.95478896,4.88,2.21,ON,56.12777036,9.95476938,63.27,4.66,4.66,0.000,0.000,0.25,0.7,0.6
53649,12:56:51.104,0.71,9.18,-100.08,56.12780132,9.95478740,4.95,2.28,ON,56.12777369,9.95476634,63.40,4.73,4.73,0.000,0.000,0.25,0.7,0.6
53749,12:56:51.204,0.19,9.37,-97.95,56.12780317,9.95478572,4.95,2.34,ON,56.12777369,9.95476634,63.40,4.80,4.80,0.000,0.000,0.25,0.7,0.6
53848,12:56:51.303,-0.06,10.02,-95.86,56.12780496,9.95478413,5.06,2.39,ON,56.12777723,9.95476324,63.52,4.94,4.94,0.000,0.000,0.25,0.7,0.6
53949,12:56:51.404,-0.97,10.36,-93.88,56.12780667,9.95478240,5.06,2.48,ON,56.12777723,9.95476324,63.52,5.02,5.02,0.000,0.000,0.25,0.7,0.6
54049,12:56:51.504,-2.05,10.57,-91.87,56.12780856,9.95478071,5.14,2.57,ON,56.12778110,9.95475998,63.63,5.08,5.08,0.000,0.000,0.25,0.7,0.6
54148,12:56:51.603,-3.28,10.66,-89.88,56.12781067,9.95477884,5.14,2.68,ON,56.12778110,9.95475998,63.63,5.15,5.15,0.000,0.000,0.25,0.7,0.6
54249,12:56:51.704,-4.39,10.78,-87.86,56.12781273,9.95477693,5.26,2.80,ON,56.12778519,9.95475641,63.75,5.19,5.19,0.000,0.000,0.25,0.7,0.6
54348,12:56:51.803,-4.78,10.57,-85.78,56.12781484,9.95477470,5.26,2.92,ON,56.12778519,9.95475641,63.75,5.26,5.26,0.000,0.000,0.25,0.7,0.6
54450,12:56:51.905,-4.65,10.29,-83.66,56.12781704,9.95477240,5.36,3.05,ON,56.12778961,9.95475224,63.87,5.32,5.32,0.000,0.000,0.25,0.7,0.6
54548,12:56:52.003,-4.65,10.19,-81.55,56.12781945,9.95476976,5.36,3.17,ON,56.12778961,9.95475224,63.87,5.39,5.39,0.000,0.000,0.25,0.7,0.6
54649,12:56:52.104,-5.07,10.18,-79.52,56.12782180,9.95476720,5.47,3.28,ON,56.12779437,9.95474758,63.99,5.44,5.44,0.000,0.000,0.25,0.7,0.6
54748,12:56:52.204,-5.37,9.88,-77.46,56.12782433,9.95476449,5.47,3.38,ON,56.12779437,9.95474758,63.99,5.58,5.58,0.000,0.000,0.10,0.1,0.7
54849,12:56:52.304,-5.37,9.77,-75.37,56.12782668,9.95476182,5.56,3.47,ON,56.12779940,9.95474240,64.10,5.64,5.64,0.000,0.000,0.10,0.1,0.6
54949,12:56:52.404,-5.30,9.78,-73.37,56.12782939,9.95475888,5.56,3.55,ON,56.12779940,9.95474240,64.10,5.68,5.68,0.000,0.000,0.25,0.1,0.5
55049,12:56:52.504,-5.28,9.70,-71.44,56.12783205,9.95475602,5.65,3.63,ON,56.12780476,9.95473695,64.20,5.71,5.71,0.000,0.000,0.25,0.1,0.4
55148,12:56:52.603,-5.58,9.67,-69.55,56.12783492,9.95475293,5.65,3.69,ON,56.12780476,9.95473695,64.20,5.78,5.78,0.000,0.000,0.25,0.1,0.2
55249,12:56:52.704,-5.98,9.58,-67.56,56.12783773,9.95474982,5.75,3.75,ON,56.12781019,9.95473128,64.30,5.91,5.91,0.000,0.000,0.00,0.1,0.2
55348,12:56:52.803,-6.23,9.57,-65.58,56.12784074,9.95474670,5.75,3.81,ON,56.12781019,9.95473128,64.30,6.03,6.03,0.000,0.000,0.25,0.2,0.1
55452,12:56:52.907,-6.59,9.41,-63.68,56.12784365,9.95474384,5.86,3.87,ON,56.12781602,9.95472570,64.42,6.09,6.09,0.000,0.000,0.25,0.2,-0.1
55549,12:56:53.004,-7.08,9.35,-61.79,56.12784679,9.95474101,5.86,3.93,ON,56.12781602,9.95472570,64.42,6.13,6.13,0.000,0.000,0.25,0.2,-0.2
55649,12:56:53.104,-7.41,9.16,-59.88,56.12784986,9.95473837,5.97,4.00,ON,56.12782211,9.95472012,64.53,6.21,6.21,0.000,0.000,0.25,0.2,-0.2
55748,12:56:53.203,-7.97,8.89,-57.95,56.12785313,9.95473543,5.97,4.08,ON,56.12782211,9.95472012,64.53,6.26,6.26,0.000,0.000,0.25,0.2,-0.3
55849,12:56:53.304,-8.27,8.61,-55.94,56.12785629,9.95473269,6.08,4.15,ON,56.12782853,9.95471465,64.64,6.33,6.33,0.000,0.000,0.25,0.2,-0.3
55950,12:56:53.405,-8.16,8.47,-53.87,56.12785968,9.95472990,6.08,4.23,ON,56.12782853,9.95471465,64.64,6.41,6.41,0.000,0.000,0.25,0.2,-0.4
56049,12:56:53.504,-7.88,8.60,-51.75,56.12786283,9.95472733,6.18,4.31,ON,56.12783527,9.95470917,64.75,6.47,6.47,0.000,0.000,0.25,0.1,-0.4
56149,12:56:53.604,-7.70,8.56,-49.58,56.12786644,9.95472437,6.18,4.39,ON,56.12783527,9.95470917,64.75,6.75,6.75,0.000,0.000,0.25,0.1,-0.3
56249,12:56:53.704,-7.54,8.47,-47.56,56.12786997,9.95472155,6.29,4.47,ON,56.12784227,9.95470368,64.86,6.84,6.84,0.000,0.000,0.10,0.0,-0.4
56348,12:56:53.803,-7.15,8.52,-45.66,56.12787377,9.95471860,6.29,4.55,ON,56.12784227,9.95470368,64.86,6.98,6.98,0.000,0.000,0.25,-0.1,-0.3
56450,12:56:53.905,-6.48,8.70,-43.57,56.12787745,9.95471582,6.40,4.62,ON,56.12784966,9.95469814,64.97,7.17,7.17,0.000,0.000,0.10,-0.1,-0.3
56548,12:56:54.003,-6.15,8.84,-41.47,56.12788148,9.95471294,6.40,4.68,ON,56.12784966,9.95469814,64.97,7.42,7.42,0.000,0.000,0.10,-0.1,-0.3
56649,12:56:54.104,-5.85,8.85,-39.42,56.12788528,9.95471024,6.52,4.73,ON,56.12785726,9.95469273,65.09,7.50,7.50,0.000,0.000,0.10,-0.2,-0.2
56748,12:56:54.203,-5.61,8.88,-37.35,56.12788930,9.95470743,6.52,4.77,ON,56.12785726,9.95469273,65.09,7.53,7.53,0.000,0.000,0.25,-0.2,-0.2
56848,12:56:54.304,-5.94,8.77,-35.65,56.12789319,9.95470485,6.63,4.82,ON,56.12786509,9.95468748,65.22,7.64,7.64,0.000,0.000,0.10,-0.3,-0.2
56949,12:56:54.404,-6.76,8.47,-34.33,56.12789738,9.95470225,6.63,4.86,ON,56.12786509,9.95468748,65.22,7.76,7.76,0.000,0.000,0.25,-0.3,-0.2
57049,12:56:54.504,-7.68,7.66,-33.41,56.12790141,9.95469984,6.77,4.92,ON,56.12787320,9.95468240,65.36,8.03,8.03,0.000,0.000,0.25,-0.3,-0.2
57148,12:56:54.603,-8.50,6.69,-32.77,56.12790568,9.95469735,6.77,4.99,ON,56.12787320,9.95468240,65.36,8.13,8.13,0.000,0.000,0.25,-0.3,-0.2
57249,12:56:54.704,-9.01,5.57,-32.41,56.12790984,9.95469500,6.92,5.09,ON,56.12788159,9.95467746,65.51,8.18,8.18,0.000,0.000,0.25,-0.3,-0.3
57348,12:56:54.803,-9.54,4.99,-32.22,56.12791422,9.95469258,6.92,5.18,ON,56.12788159,9.95467746,65.51,8.31,8.31,0.000,0.000,0.10,-0.3,-0.3
57449,12:56:54.904,-9.64,4.76,-32.03,56.12791853,9.95469012,7.08,5.26,ON,56.12789030,9.95467245,65.67,8.33,8.33,0.000,0.000,0.25,-0.2,-0.4
57549,12:56:55.004,-9.59,4.79,-31.86,56.12792315,9.95468745,7.08,5.32,ON,56.12789030,9.95467245,65.67,8.42,8.42,0.000,0.000,0.10,-0.2,-0.4
57648,12:56:55.103,-9.68,4.40,-31.79,56.12792759,9.95468487,7.26,5.37,ON,56.12789936,9.95466730,65.84,8.48,8.48,0.000,0.000,0.10,-0.1,-0.6
57748,12:56:55.204,-9.98,4.16,-31.71,56.12793230,9.95468197,7.26,5.41,ON,56.12789936,9.95466730,65.84,8.57,8.57,0.000,0.000,0.25,0.1,-0.7
57848,12:56:55.303,-10.33,4.03,-31.61,56.12793680,9.95467934,7.43,5.44,ON,56.12790855,9.95466200,66.00,8.64,8.64,0.000,0.000,0.10,0.1,-0.8
57950,12:56:55.405,-10.89,3.81,-31.56,56.12794155,9.95467660,7.43,5.48,ON,56.12790855,9.95466200,66.00,8.81,8.81,0.000,0.000,0.25,0.2,-0.9
58049,12:56:55.504,-11.34,3.53,-31.48,56.12794609,9.95467400,7.55,5.51,ON,56.12791786,9.95465675,66.13,8.84,8.84,0.000,0.000,0.10,0.3,-1.0
58149,12:56:55.604,-11.62,3.27,-31.37,56.12795087,9.95467132,7.55,5.55,ON,56.12791786,9.95465675,66.13,8.85,8.85,0.000,0.000,0.25,0.4,-1.1
58249,12:56:55.704,-11.51,2.84,-31.20,56.12795544,9.95466885,7.63,5.61,ON,56.12792730,9.95465138,66.20,8.88,8.88,0.000,0.000,0.10,0.5,-1.1
58349,12:56:55.804,-11.17,2.43,-31.00,56.12796034,9.95466615,7.63,5.66,ON,56.12792730,9.95465138,66.20,8.96,8.96,0.000,0.000,0.25,0.6,-1.2
58450,12:56:55.905,-10.94,1.95,-30.89,56.12796506,9.95466361,7.66,5.72,ON,56.12793695,9.95464619,66.24,9.00,9.00,0.000,0.000,0.10,0.6,-1.3
58548,12:56:56.003,-10.72,1.31,-30.82,56.12797008,9.95466098,7.66,5.78,ON,56.12793695,9.95464619,66.24,9.09,9.09,0.000,0.000,0.25,0.6,-1.4
58649,12:56:56.104,-10.46,0.59,-30.80,56.12797491,9.95465857,7.67,5.82,ON,56.12794681,9.95464102,66.25,9.10,9.10,0.000,0.000,0.25,0.7,-1.4
58748,12:56:56.203,-10.12,-0.07,-30.85,56.12798012,9.95465577,7.67,5.87,ON,56.12794681,9.95464102,66.25,9.12,9.12,0.000,0.000,0.10,0.6,-1.4
58849,12:56:56.304,-9.73,-0.39,-30.90,56.12798510,9.95465306,7.67,5.90,ON,56.12795674,9.95463567,66.26,9.13,9.13,0.000,0.000,0.10,0.6,-1.5
58950,12:56:56.405,-9.33,-0.61,-31.04,56.12799034,9.95465017,7.67,5.94,ON,56.12795674,9.95463567,66.26,9.18,9.18,0.000,0.000,0.25,0.6,-1.5
59049,12:56:56.504,-8.66,-0.81,-31.17,56.12799559,9.95464724,7.66,5.96,ON,56.12796680,9.95463007,66.26,9.21,9.21,0.000,0.000,0.25,0.5,-1.5
59148,12:56:56.604,-7.76,-0.88,-31.30,56.12800082,9.95464416,7.66,5.98,ON,56.12796680,9.95463007,66.26,9.22,9.22,0.000,0.000,0.25,0.4,-1.5
59249,12:56:56.704,-7.12,-1.03,-31.43,56.12800572,9.95464117,7.63,5.98,ON,56.12797684,9.95462415,66.24,9.22,9.22,0.000,0.000,0.25,0.3,-1.5
59348,12:56:56.804,-6.12,-0.79,-31.54,56.12801070,9.95463800,7.63,5.98,ON,56.12797684,9.95462415,66.24,9.21,9.21,0.000,0.000,0.10,0.2,-1.5
59451,12:56:56.906,-5.52,-0.40,-31.63,56.12801513,9.95463508,7.57,5.98,ON,56.12798683,9.95461790,66.19,9.17,9.17,0.000,0.000,0.25,0.2,-1.5
59548,12:56:57.003,-4.76,-0.03,-31.68,56.12802019,9.95463174,7.57,5.96,ON,56.12798683,9.95461790,66.19,9.16,9.16,0.000,0.000,0.10,0.1,-1.4
59648,12:56:57.103,-4.07,0.27,-31.71,56.12802500,9.95462850,7.48,5.95,ON,56.12799679,9.95461147,66.12,9.16,9.16,0.000,0.000,0.25,0.1,-1.4
59748,12:56:57.203,-3.55,0.40,-31.71,56.12803008,9.95462504,7.48,5.93,ON,56.12799679,9.95461147,66.12,9.09,9.09,0.000,0.000,0.25,0.0,-1.4
59849,12:56:57.304,-3.09,0.53,-31.65,56.12803488,9.95462171,7.38,5.92,ON,56.12800664,9.95460475,66.02,9.08,9.08,0.000,0.000,0.25,0.0,-1.4
59949,12:56:57.404,-3.00,0.51,-31.59,56.12804001,9.95461825,7.38,5.90,ON,56.12800664,9.95460475,66.02,9.04,9.04,0.000,0.000,0.25,0.0,-1.4
60050,12:56:57.505,-2.96,0.38,-31.51,56.12804478,9.95461488,7.26,5.89,ON,56.12801638,9.95459790,65.92,8.99,8.99,0.000,0.000,0.25,0.0,-1.4
60148,12:56:57.603,-2.81,0.36,-31.44,56.12804980,9.95461134,7.26,5.87,ON,56.12801638,9.95459790,65.92,8.95,8.95,0.000,0.000,0.10,0.0,-1.4
60249,12:56:57.704,-2.62,0.40,-31.36,56.12805455,9.95460792,7.14,5.86,ON,56.12802607,9.95459095,65.81,8.91,8.91,0.000,0.000,0.10,0.1,-1.3
60349,12:56:57.804,-2.69,0.40,-31.28,56.12805952,9.95460425,7.14,5.84,ON,56.12802607,9.95459095,65.81,8.81,8.81,0.000,0.000,0.25,0.1,-1.3
60452,12:56:57.907,-2.86,0.25,-31.22,56.12806427,9.95460077,7.03,5.83,ON,56.12803565,9.95458397,65.70,8.77,8.77,0.000,0.000,0.10,0.2,-1.2
60548,12:56:58.003,-3.01,0.01,-31.20,56.12806933,9.95459715,7.03,5.82,ON,56.12803565,9.95458397,65.70,8.73,8.73,0.000,0.000,0.25,0.2,-1.2
60649,12:56:58.104,-3.04,-0.27,-31.15,56.12807411,9.95459370,6.90,5.79,ON,56.12804521,9.95457711,65.59,8.67,8.67,0.000,0.000,0.10,0.3,-1.1
60749,12:56:58.204,-3.34,-0.58,-31.06,56.12807918,9.95458998,6.90,5.77,ON,56.12804521,9.95457711,65.59,8.59,8.59,0.000,0.000,0.25,0.4,-1.1
60849,12:56:58.304,-3.68,-0.72,-31.01,56.12808381,9.95458655,6.78,5.74,ON,56.12805470,9.95457022,65.47,8.53,8.53,0.000,0.000,0.25,0.4,-1.1
60950,12:56:58.405,-4.02,-0.79,-30.98,56.12808859,9.95458298,6.78,5.71,ON,56.12805470,9.95457022,65.47,8.48,8.48,0.000,0.000,0.10,0.5,-1.0
61049,12:56:58.504,-4.37,-0.92,-30.99,56.12809314,9.95457966,6.65,5.69,ON,56.12806411,9.95456338,65.35,8.45,8.45,0.000,0.000,0.10,0.6,-1.0
61148,12:56:58.603,-4.36,-1.07,-31.02,56.12809780,9.95457666,6.65,5.67,ON,56.12806411,9.95456338,65.35,8.38,8.38,0.000,0.000,0.00,0.6,-0.9
61249,12:56:58.704,-4.43,-1.48,-31.06,56.12810238,9.95457341,6.53,5.66,ON,56.12807346,9.95455661,65.23,8.27,8.27,0.000,0.000,0.25,0.6,-0.9
61348,12:56:58.803,-4.54,-1.87,-31.05,56.12810715,9.95456988,6.53,5.64,ON,56.12807346,9.95455661,65.23,8.23,8.23,0.000,0.000,0.25,0.7,-0.9
61450,12:56:58.905,-4.94,-2.03,-31.10,56.12811161,9.95456648,6.41,5.63,ON,56.12808271,9.95454979,65.11,8.19,8.19,0.000,0.000,0.10,0.7,-0.8
61548,12:56:59.003,-5.49,-2.05,-31.13,56.12811615,9.95456285,6.41,5.62,ON,56.12808271,9.95454979,65.11,8.15,8.15,0.000,0.000,0.25,0.7,-0.8
61648,12:56:59.104,-5.89,-1.63,-31.19,56.12812011,9.95455935,6.31,5.61,ON,56.12809194,9.95454276,65.01,8.10,8.10,0.000,0.000,0.25,0.8,-0.8
61748,12:56:59.203,-6.61,-1.14,-31.23,56.12812483,9.95455547,6.31,5.61,ON,56.12809194,9.95454276,65.01,8.04,8.04,0.000,0.000,0.10,0.8,-0.8
61849,12:56:59.304,-7.26,-0.65,-31.32,56.12812932,9.95455175,6.23,5.63,ON,56.12810109,9.95453553,64.92,7.99,7.99,0.000,0.000,0.10,0.8,-0.8
61950,12:56:59.405,-7.27,-0.31,-31.40,56.12813405,9.95454784,6.23,5.66,ON,56.12810109,9.95453553,64.92,7.95,7.95,0.000,0.000,0.10,0.8,-0.8
62049,12:56:59.504,-6.94,-0.35,-31.38,56.12813879,9.95454403,6.17,5.71,ON,56.12811026,9.95452800,64.84,7.91,7.91,0.000,0.000,0.25,0.7,-0.8
62148,12:56:59.603,-6.56,-0.21,-31.34,56.12814361,9.95454000,6.17,5.76,ON,56.12811026,9.95452800,64.84,7.81,7.81,0.000,0.000,0.25,0.7,-0.8
62249,12:56:59.704,-5.94,-0.10,-31.38,56.12814821,9.95453604,6.14,5.80,ON,56.12811947,9.95452021,64.80,7.78,7.78,0.000,0.000,0.25,0.7,-0.8
62348,12:56:59.803,-4.90,0.27,-31.34,56.12815307,9.95453171,6.14,5.83,ON,56.12811947,9.95452021,64.80,7.75,7.75,0.000,0.000,0.10,0.6,-0.8
62450,12:56:59.905,-4.14,1.27,-31.33,56.12815781,9.95452749,6.11,5.84,ON,56.12812871,9.95451208,64.74,7.72,7.72,0.000,0.000,0.10,0.6,-0.8
62548,12:57:00.003,-4.01,1.43,-31.41,56.12816264,9.95452323,6.11,5.84,ON,56.12812871,9.95451208,64.74,7.66,7.66,0.000,0.000,0.10,0.6,-0.9
62649,12:57:00.104,-4.48,0.73,-31.48,56.12816723,9.95451921,6.10,5.84,ON,56.12813806,9.95450394,64.71,7.66,7.66,0.000,0.000,0.25,0.5,-0.9
62748,12:57:00.203,-4.95,0.21,-31.51,56.12817207,9.95451504,6.10,5.85,ON,56.12813806,9.95450394,64.71,7.64,7.64,0.000,0.000,0.25,0.5,-0.9
62849,12:57:00.304,-5.12,0.03,-31.56,56.12817658,9.95451125,6.08,5.86,ON,56.12814741,9.95449563,64.70,7.63,7.63,0.000,0.000,0.10,0.5,-0.9
62949,12:57:00.404,-4.93,0.07,-31.73,56.12818142,9.95450693,6.08,5.88,ON,56.12814741,9.95449563,64.70,7.60,7.60,0.000,0.000,0.10,0.4,-0.9
63049,12:57:00.504,-4.51,0.03,-32.00,56.12818606,9.95450274,6.05,5.90,ON,56.12815672,9.95448727,64.66,7.60,7.60,0.000,0.000,0.25,0.4,-1.0
63148,12:57:00.603,-4.53,0.04,-32.46,56.12819098,9.95449823,6.05,5.90,ON,56.12815672,9.95448727,64.66,7.58,7.58,0.000,0.000,0.25,0.4,-1.0
63249,12:57:00.704,-4.54,0.01,-33.05,56.12819558,9.95449397,6.01,5.91,ON,56.12816612,9.95447873,64.62,7.56,7.56,0.000,0.000,0.10,0.4,-1.0
63349,12:57:00.804,-4.51,0.09,-33.74,56.12820003,9.95448961,6.01,5.89,ON,56.12816612,9.95447873,64.62,7.54,7.54,0.000,0.000,0.10,0.4,-1.0
63451,12:57:00.906,-4.43,0.25,-34.49,56.12820446,9.95448540,5.97,5.87,ON,56.12817554,9.95447002,64.59,7.52,7.52,0.000,0.000,0.25,0.4,-1.0
63549,12:57:01.004,-4.10,0.21,-35.25,56.12820912,9.95448093,5.97,5.84,ON,56.12817554,9.95447002,64.59,7.50,7.50,0.000,0.000,0.10,0.4,-1.0
63649,12:57:01.104,-3.97,0.18,-36.06,56.12821358,9.95447667,5.94,5.83,ON,56.12818485,9.95446122,64.54,7.47,7.47,0.000,0.000,0.25,0.4,-1.0
63748,12:57:01.203,-4.26,0.46,-36.77,56.12821828,9.95447227,5.94,5.81,ON,56.12818485,9.95446122,64.54,7.46,7.46,0.000,0.000,0.10,0.4,-1.0
63849,12:57:01.304,-4.56,0.42,-37.57,56.12822280,9.95446799,5.90,5.80,ON,56.12819415,9.95445241,64.51,7.45,7.45,0.000,0.000,0.25,0.4,-1.0
63949,12:57:01.404,-4.61,0.34,-38.37,56.12822756,9.95446349,5.90,5.79,ON,56.12819415,9.95445241,64.51,7.42,7.42,0.000,0.000,0.10,0.4,-1.0
64049,12:57:01.504,-4.88,0.10,-39.14,56.12823208,9.95445920,5.88,5.78,ON,56.12820339,9.95444355,64.48,7.40,7.40,0.000,0.000,0.25,0.4,-1.0
64148,12:57:01.603,-5.22,-0.38,-39.90,56.12823692,9.95445467,5.88,5.79,ON,56.12820339,9.95444355,64.48,7.39,7.39,0.000,0.000,0.25,0.4,-1.0
64249,12:57:01.704,-5.43,-0.67,-40.62,56.12824138,9.95445029,5.84,5.79,ON,56.12821255,9.95443445,64.45,7.38,7.38,0.000,0.000,0.25,0.4,-1.0
64348,12:57:01.803,-5.62,-0.59,-41.32,56.12824604,9.95444563,5.84,5.79,ON,56.12821255,9.95443445,64.45,7.36,7.36,0.000,0.000,0.00,0.4,-1.0
64452,12:57:01.907,-5.27,-0.61,-42.04,56.12825045,9.95444110,5.80,5.78,ON,56.12822167,9.95442520,64.42,7.34,7.34,0.000,0.000,0.10,0.4,-1.0
64548,12:57:02.003,-4.66,-0.41,-42.86,56.12825512,9.95443625,5.80,5.77,ON,56.12822167,9.95442520,64.42,7.31,7.31,0.000,0.000,0.25,0.4,-1.0
64649,12:57:02.104,-4.43,0.17,-43.70,56.12825945,9.95443154,5.77,5.75,ON,56.12823060,9.95441574,64.38,7.30,7.30,0.000,0.000,0.25,0.3,-1.0
64749,12:57:02.204,-4.25,1.06,-44.37,56.12826393,9.95442654,5.77,5.74,ON,56.12823060,9.95441574,64.38,7.27,7.27,0.000,0.000,0.25,0.3,-1.0
64849,12:57:02.304,-4.36,1.83,-44.91,56.12826817,9.95442173,5.75,5.74,ON,56.12823939,9.95440600,64.34,7.26,7.26,0.000,0.000,0.10,0.3,-1.0
64949,12:57:02.404,-4.30,1.96,-45.35,56.12827264,9.95441663,5.75,5.74,ON,56.12823939,9.95440600,64.34,7.23,7.23,0.000,0.000,0.10,0.2,-1.0
65049,12:57:02.504,-4.18,1.98,-45.69,56.12827676,9.95441169,5.73,5.74,ON,56.12824812,9.95439608,64.32,7.22,7.22,0.000,0.000,0.25,0.2,-1.1
65148,12:57:02.603,-4.26,2.24,-45.82,56.12828116,9.95440662,5.73,5.74,ON,56.12824812,9.95439608,64.32,7.21,7.21,0.000,0.000,0.25,0.2,-1.1
65249,12:57:02.704,-4.85,2.02,-45.84,56.12828536,9.95440182,5.70,5.75,ON,56.12825687,9.95438626,64.30,7.20,7.20,0.000,0.000,0.10,0.1,-1.1
65348,12:57:02.803,-4.49,1.75,-45.72,56.12828980,9.95439681,5.70,5.75,ON,56.12825687,9.95438626,64.30,7.18,7.18,0.000,0.000,0.10,0.1,-1.1
65453,12:57:02.908,-4.50,1.39,-45.69,56.12829392,9.95439223,5.66,5.75,ON,56.12826557,9.95437636,64.28,7.17,7.17,0.000,0.000,0.25,0.0,-1.1
65549,12:57:03.004,-4.27,0.72,-45.66,56.12829836,9.95438718,5.66,5.75,ON,56.12826557,9.95437636,64.28,7.16,7.16,0.000,0.000,0.25,0.1,-1.1
65648,12:57:03.103,-4.35,0.46,-45.67,56.12830263,9.95438227,5.65,5.75,ON,56.12827423,9.95436643,64.27,7.15,7.15,0.000,0.000,0.00,0.0,-1.0
65748,12:57:03.203,-4.63,0.11,-45.69,56.12830716,9.95437696,5.65,5.74,ON,56.12827423,9.95436643,64.27,7.15,7.15,0.000,0.000,0.25,0.0,-1.0
65849,12:57:03.304,-4.90,0.30,-45.66,56.12831154,9.95437179,5.64,5.73,ON,56.12828287,9.95435637,64.27,7.14,7.14,0.000,0.000,0.25,0.0,-1.0
65949,12:57:03.404,-4.95,0.43,-45.70,56.12831584,9.95436665,5.64,5.73,ON,56.12828287,9.95435637,64.27,7.14,7.14,0.000,0.000,0.10,0.1,-1.0
66049,12:57:03.504,-4.95,0.43,-45.68,56.12831993,9.95436168,5.65,5.73,ON,56.12829146,9.95434617,64.26,7.15,7.15,0.000,0.000,0.10,0.1,-1.0
66149,12:57:03.604,-4.94,0.17,-45.67,56.12832424,9.95435634,5.65,5.74,ON,56.12829146,9.95434617,64.26,7.14,7.14,0.000,0.000,0.25,0.1,-1.0
66249,12:57:03.704,-5.16,0.22,-45.63,56.12832818,9.95435141,5.65,5.75,ON,56.12829998,9.95433574,64.26,7.14,7.14,0.000,0.000,0.25,0.1,-1.0
66349,12:57:03.804,-5.42,-0.08,-45.64,56.12833248,9.95434594,5.65,5.76,ON,56.12829998,9.95433574,64.26,7.14,7.14,0.000,0.000,0.10,0.2,-1.0
66450,12:57:03.905,-5.54,-0.14,-45.66,56.12833657,9.95434068,5.65,5.77,ON,56.12830846,9.95432512,64.26,7.14,7.14,0.000,0.000,0.10,0.2,-1.0
66549,12:57:04.004,-5.59,0.31,-45.69,56.12834085,9.95433510,5.65,5.77,ON,56.12830846,9.95432512,64.26,7.14,7.14,0.000,0.000,0.10,0.2,-1.0
