latitude;longitude;depth
56.12854139;9.95403538;0.0
56.12854142;9.95403535;0.0
56.12854145;9.95403535;0.0
56.1285415;9.95403542;0.0
56.12854163;9.95403558;0.0
56.12854169;9.95403565;0.0
56.12854175;9.9540357;0.0
56.12854181;9.95403571;0.0
56.12854192;9.95403567;0.0
56.12854193;9.95403568;0.0
56.12854192;9.95403569;0.0
56.12854191;9.95403571;0.0
56.12854168;9.95403553;0.0
56.12854163;9.95403548;0.0
56.12854158;9.95403544;0.0
56.12854153;9.95403542;0.0
56.12854151;9.95403538;0.0
56.12854148;9.95403523;0.0
56.12854151;9.95403516;0.0
56.12854157;9.95403513;0.0
56.12854162;9.95403511;0.0
56.1285418;9.95403519;0.0
56.12854182;9.95403518;0.0
56.12854187;9.95403514;0.0
56.1285419;9.95403513;0.0
56.12854196;9.95403515;0.0
56.12854194;9.95403517;0.0
56.12854192;9.95403516;0.0
56.12854187;9.95403513;0.0
56.1285417;9.95403498;0.0
56.12854164;9.95403494;0.0
56.12854161;9.95403492;0.0
56.12854158;9.9540349;0.0
56.1285415;9.95403485;0.0
56.12854142;9.95403476;0.0
56.12854139;9.95403473;0.0
56.12854137;9.95403473;0.0
56.12854137;9.95403478;0.0
56.12854143;9.95403481;0.0
56.12854138;9.95403482;0.0
56.12854137;9.95403484;0.0
56.12854139;9.95403488;0.0
56.12854145;9.95403493;0.0
56.12854145;9.95403495;0.0
56.12854149;9.95403499;0.0
56.12854157;9.95403505;0.0
56.12854181;9.95403518;0.0
56.12854187;9.95403521;0.0
56.12854191;9.95403523;0.0
56.12854192;9.95403525;0.0
56.12854193;9.95403525;0.0
56.12854184;9.95403519;0.0
56.12854183;9.95403518;0.0
56.12854185;9.95403517;0.0
56.12854187;9.95403518;0.0
56.12854189;9.95403526;0.0
56.12854192;9.95403531;0.0
56.12854199;9.95403534;0.0
56.12854204;9.95403536;0.0
56.12854212;9.95403535;0.0
56.12854215;9.95403536;0.0
56.12854221;9.95403539;0.0
56.12854223;9.95403538;0.0
56.12854208;9.95403509;0.0
56.12854208;9.95403509;0.0
56.12854218;9.9540352;0.0
56.12854224;9.95403527;0.0
56.12854225;9.95403527;0.0
56.12854239;9.95403532;0.0
56.12854238;9.95403535;0.0
56.12854236;9.95403536;0.0
56.12854235;9.95403533;0.0
56.12854224;9.95403522;0.0
56.12854219;9.95403512;0.0
56.12854215;9.95403508;0.669
56.12854214;9.95403509;0.613
56.12854207;9.95403503;0.536
56.12854212;9.95403498;0.487
56.12854212;9.95403496;0.43
56.12854202;9.954035;0.373
56.12854167;9.95403502;0.313
56.12854151;9.95403508;0.288
56.12854141;9.95403507;0.288
56.1285414;9.95403496;0.0
56.12854139;9.95403493;0.0
56.12854149;9.95403515;0.0
56.12854143;9.95403525;0.0
56.12854136;9.95403528;0.0
56.12854128;9.95403533;0.288
56.12854125;9.9540353;0.288
56.12854119;9.95403536;0.288
56.12854115;9.95403541;0.288
56.12854113;9.95403543;0.288
56.12854115;9.95403541;0.0
56.12854111;9.95403538;0.288
56.12854107;9.95403534;0.288
56.12854105;9.95403531;0.288
56.12854097;9.95403528;0.288
56.12854099;9.95403525;0.288
56.12854103;9.95403521;0.288
56.12854107;9.95403517;0.288
56.12854119;9.95403507;0.288
56.12854123;9.95403507;0.288
56.12854128;9.9540351;0.288
56.12854135;9.95403512;0.288
