latitude,longitude,high,depth
-36.61315917,-72.35777282,4467,15
-36.61315917,-72.35777282,4467,15
-36.61315917,-72.35777282,4467,15
-36.61315917,-72.35777282,4409,8
-36.61315917,-72.35777282,4409,8
-36.61315917,-72.35777282,4409,8
-36.61315917,-72.35777282,4409,8
-36.61315917,-72.35777282,4332,8
-36.61315917,-72.35777282,5224,0
-36.61315917,-72.35777282,5224,0
-36.61315917,-72.35777282,5337,0
-36.61315917,-72.35777282,5337,0
-36.61315917,-72.35777282,5337,0
-36.61315917,-72.35777282,5250,0
-36.61315917,-72.35777282,5250,0
-36.61315917,-72.35777282,5250,0
-36.61315917,-72.35777282,5250,0
-36.61315917,-72.35777282,5808,0
-36.61315917,-72.35777282,5808,0
-36.61315917,-72.35777282,5808,0
-36.61315917,-72.35777282,5808,0
-36.61315917,-72.35777282,5195,20
-36.61315917,-72.35777282,5195,20
-36.61315917,-72.35777282,5195,20
-36.61315917,-72.35777282,5195,20
-36.61315917,-72.35777282,5374,29
-36.61315917,-72.35777282,5374,29
-36.61315917,-72.35777282,5374,29
-36.61315917,-72.35777282,5557,29
-36.61315917,-72.35777282,5557,29
-36.61315917,-72.35777282,5557,29
-36.61315917,-72.35777282,5557,29
-36.61315917,-72.35777282,5740,29
-36.61315917,-72.35777282,5740,29
-36.61315917,-72.35777282,5740,29
-36.61315917,-72.35777282,5740,29
-36.61315917,-72.35777282,5949,37
-36.61315917,-72.35777282,5949,37
-36.61315917,-72.35777282,5949,37
-36.61315917,-72.35777282,5949,37
-36.61315917,-72.35777282,6153,35
-36.61315917,-72.35777282,6153,35
-36.61315917,-72.35777282,6153,35
-36.61315917,-72.35777282,6351,35
-36.61315917,-72.35777282,6351,35
-36.61315917,-72.35777282,6351,35
-36.61315917,-72.35777282,6351,35
-36.61315917,-72.35777282,6585,38
-36.61315917,-72.35777282,6585,38
-36.61315917,-72.35777282,6585,38
-36.61315917,-72.35777282,6585,38
-36.61315917,-72.35777282,6782,30
-36.61315917,-72.35777282,6782,30
-36.61315917,-72.35777282,6782,30
-36.61315917,-72.35777282,6782,30
-36.61315917,-72.35777282,6986,54
-36.61315917,-72.35777282,6986,54
-36.61315917,-72.35777282,6986,54
-36.61315917,-72.35777282,7254,44
-36.61315917,-72.35777282,7254,44
-36.61315917,-72.35777282,7254,44
-36.61315917,-72.35777282,7254,44
-36.61315917,-72.35777282,7576,45
-36.61315917,-72.35777282,7576,45
-36.61315917,-72.35777282,7576,45
-36.61315917,-72.35777282,7576,45
-36.61315917,-72.35777282,7843,47
-36.61315917,-72.35777282,7843,47
-36.61315917,-72.35777282,7843,47
-36.61315917,-72.35777282,7843,47
-36.61315917,-72.35777282,8089,34
-36.61315917,-72.35777282,8089,34
-36.61315917,-72.35777282,8089,34
-36.61315917,-72.35777282,8335,24
-36.61315917,-72.35777282,8335,24
-36.61315917,-72.35777282,8335,24
-36.61315917,-72.35777282,8335,24
-36.61315917,-72.35777282,8616,24
-36.61315917,-72.35777282,8616,24
-36.61315917,-72.35777282,8616,24
-36.61315917,-72.35777282,8616,24
-36.61315917,-72.35777282,8895,12
-36.61315917,-72.35777282,8895,12
-36.61315917,-72.35777282,8895,12
-36.61315917,-72.35777282,8895,12
-36.61315917,-72.35777282,9274,12
-36.61315917,-72.35777282,9274,12
-36.61315917,-72.35777282,9274,12
-36.61315917,-72.35777282,7944,0
-36.61315917,-72.35777282,7944,0
-36.61315917,-72.35777282,7944,0
-36.61315917,-72.35777282,7944,0
-36.61315917,-72.35777282,8167,9
-36.61315917,-72.35777282,8167,9
-36.61315917,-72.35777282,8167,9
-36.61315917,-72.35777282,8167,9
-36.61315917,-72.35777282,8263,0
-36.61315917,-72.35777282,8263,0
-36.61315917,-72.35777282,8263,0
-36.61315917,-72.35777282,8263,0
-36.61315917,-72.35777282,8339,0
-36.61315917,-72.35777282,8339,0
-36.61315917,-72.35777282,8339,0
-36.61315917,-72.35777282,8339,0
-36.61315917,-72.35777282,8353,0
-36.61315917,-72.35777282,8353,0
-36.61315917,-72.35777282,8353,0
-36.61315917,-72.35777282,8367,0
-36.61315917,-72.35777282,8367,0
-36.61315917,-72.35777282,8367,0
-36.61315917,-72.35777282,8367,0
-36.61315917,-72.35777282,8411,0
-36.61315917,-72.35777282,8411,0
-36.61315917,-72.35777282,8411,0
-36.61315917,-72.35777282,8411,0
-36.61315917,-72.35777282,9150,0
-36.61315917,-72.35777282,9150,0
-36.61315917,-72.35777282,9150,0
-36.61315917,-72.35777282,9150,0
-36.61315917,-72.35777282,10699,0
-36.61315917,-72.35777282,10699,0
-36.61315917,-72.35777282,10699,0
-36.61315917,-72.35777282,10699,0
-36.61315917,-72.35777282,10856,0
-36.61315917,-72.35777282,10856,0
-36.61315917,-72.35777282,10856,0
-36.61315917,-72.35777282,9954,0
-36.61315917,-72.35777282,9954,0
-36.61315917,-72.35777282,9954,0
-36.61315917,-72.35777282,11374,0
-36.61315917,-72.35777282,11374,0
-36.61315917,-72.35777282,11374,0
-36.61315917,-72.35777282,11374,0
-36.61315917,-72.35777282,10432,0
-36.61315917,-72.35777282,10432,0
-36.61315917,-72.35777282,10432,0
-36.61315917,-72.35777282,10432,0
-36.61315917,-72.35777282,10718,0
-36.61315917,-72.35777282,10718,0
-36.61315917,-72.35777282,10718,0
-36.61315917,-72.35777282,9560,0
-36.61315917,-72.35777282,9560,0
-36.61315917,-72.35777282,9560,0
-36.61315917,-72.35777282,9560,0
-36.61315917,-72.35777282,9663,0
-36.61315917,-72.35777282,9663,0
-36.61315917,-72.35777282,9663,0
-36.61315917,-72.35777282,9663,0
-36.61315917,-72.35777282,9767,0
-36.61315917,-72.35777282,9767,0
-36.61315917,-72.35777282,9767,0
-36.61315917,-72.35777282,9767,0
-36.61315917,-72.35777282,9627,0
-36.61315917,-72.35777282,9627,0
-36.61315917,-72.35777282,9627,0
-36.61315917,-72.35777282,9627,0
-36.61315917,-72.35777282,9787,0
-36.61315155,-72.35777282,9787,0
-36.61315155,-72.35777282,9787,0
-36.61315155,-72.35777282,9787,0
-36.61315155,-72.35777282,9919,0
-36.61315155,-72.35777282,9919,0
-36.61315155,-72.35777282,9919,0
-36.61315155,-72.35777282,9919,0
-36.61315155,-72.35777282,10090,0
-36.61315155,-72.35777282,10090,0
-36.61315155,-72.35777282,10090,0
-36.61315155,-72.35777282,12012,0
-36.61315155,-72.35777282,12012,0
-36.61315155,-72.35777282,12012,0
-36.61315155,-72.35777282,12012,0
-36.61315155,-72.35777282,12044,0
-36.61315155,-72.35777282,12044,0
-36.61315155,-72.35777282,32710,57
-36.61315155,-72.35777282,32710,57
-36.61315155,-72.35777282,32710,57
-36.61315155,-72.35777282,32710,57
-36.61315155,-72.35777282,32710,57
-36.61315155,-72.35777282,32710,57
-36.61315155,-72.35777282,32580,57
-36.61315155,-72.35777282,32580,57
-36.61315155,-72.35777282,32580,57
-36.61315155,-72.35777282,32553,57
-36.61315155,-72.35777282,32553,57
-36.61315155,-72.35777282,32553,57
-36.61315155,-72.35777282,32521,57
-36.61315155,-72.35777282,32521,57
-36.61315155,-72.35777282,32521,57
-36.61315155,-72.35777282,32521,57
-36.61315155,-72.35777282,32508,55
-36.61315155,-72.35777282,32508,55
-36.61315155,-72.35777282,32508,55
-36.61315155,-72.35777282,32376,55
-36.61315155,-72.35777282,32376,55
-36.61315155,-72.35777282,32376,55
-36.61315155,-72.35777282,32561,57
-36.61315155,-72.35777282,32561,57
-36.61315155,-72.35777282,32561,57
-36.61315155,-72.35777282,32561,57
-36.61315155,-72.35777282,32647,58
-36.61315155,-72.35777282,32647,58
-36.61315155,-72.35777282,32647,58
-36.61315155,-72.35777282,32648,58
-36.61315155,-72.35777282,32648,58
-36.61315155,-72.35777282,32648,58
-36.61315155,-72.35777282,32648,58
-36.61315155,-72.35777282,32650,48
-36.61315155,-72.35777282,32650,48
-36.61315155,-72.35777282,32650,48
-36.61315155,-72.35777282,32822,46
-36.61315155,-72.35777282,32822,46
-36.61315155,-72.35777282,32822,46
-36.61315155,-72.35777282,32822,46
-36.61315155,-72.35777282,32858,36
-36.61315155,-72.35777282,32858,36
-36.61315155,-72.35777282,32858,36
-36.61315155,-72.35777282,32441,36
-36.61315155,-72.35777282,32441,36
-36.61315155,-72.35777282,32441,36
-36.61315155,-72.35777282,32441,36
-36.61315155,-72.35777282,32962,18
-36.61315155,-72.35777282,32962,18
-36.61315155,-72.35777282,32962,18
-36.61315155,-72.35777282,33038,9
-36.61315155,-72.35777282,33038,9
-36.61315155,-72.35777282,33038,9
-36.61315155,-72.35777282,33038,9
-36.61315155,-72.35777282,33139,0
-36.61315155,-72.35777282,33139,0
-36.61315155,-72.35777282,33139,0
-36.61315155,-72.35777282,34231,0
-36.61315155,-72.35777282,34231,0
-36.61315155,-72.35777282,34231,0
-36.61315155,-72.35777282,34231,0
-36.61315155,-72.35777282,35582,10
-36.61315155,-72.35777282,35582,10
-36.61315155,-72.35777282,35582,10
-36.61315155,-72.35777282,35958,0
-36.61315155,-72.35777282,35958,0
-36.61315155,-72.35777282,35958,0
-36.61315155,-72.35777282,35958,0
-36.61315155,-72.35777282,36017,0
-36.61315155,-72.35777282,36017,0
-36.61315155,-72.35777282,36769,8
-36.61315155,-72.35777282,36769,8
-36.61315536,-72.35777282,36769,8
-36.61315536,-72.35777282,37371,0
-36.61315536,-72.35777282,37371,0
-36.61315536,-72.35777282,37371,0
-36.61315536,-72.35777282,37969,7
-36.61315536,-72.35777282,37969,7
-36.61315536,-72.35777282,37969,7
-36.61315536,-72.35777282,37969,7
-36.61315536,-72.35777282,38629,7
-36.61315536,-72.35777282,38629,7
-36.61315536,-72.35777282,38629,7
-36.61315536,-72.35777282,39270,0
-36.61315536,-72.35777282,39270,0
-36.61315917,-72.35776519,39270,0
-36.61315917,-72.35776519,39270,0
-36.61315917,-72.35776519,40026,0
-36.61315917,-72.35776519,40026,0
-36.61315917,-72.35776519,40026,0
-36.61315917,-72.35776519,40607,0
-36.61315917,-72.35776519,40607,0
-36.61315917,-72.35776519,40607,0
-36.61315917,-72.35776519,40607,0
-36.61315917,-72.35776519,37752,0
-36.61315917,-72.35776519,37752,0
-36.61315917,-72.35776519,37752,0
-36.61315917,-72.35776519,38272,0
-36.61315917,-72.35776519,38272,0
-36.61316680,-72.35776519,38272,0
-36.61316680,-72.35776519,38272,0
-36.61316680,-72.35776519,34901,0
-36.61316680,-72.35776519,34901,0
-36.61316680,-72.35776519,34901,0
-36.61316680,-72.35776519,40224,0
-36.61316680,-72.35776519,40224,0
-36.61316680,-72.35776519,40224,0
-36.61316680,-72.35776519,40224,0
-36.61316680,-72.35776519,37858,0
-36.61316680,-72.35776519,37858,0
-36.61316680,-72.35776519,37858,0
-36.61317443,-72.35775756,39186,0
-36.61317443,-72.35775756,39186,0
-36.61317443,-72.35775756,39186,0
-36.61317443,-72.35775756,39186,0
-36.61317443,-72.35775756,35715,0
-36.61317443,-72.35775756,35715,0
-36.61317443,-72.35775756,35715,0
-36.61317443,-72.35775756,35139,0
-36.61317443,-72.35775756,35139,0
-36.61317443,-72.35775756,35139,0
-36.61317443,-72.35775756,35139,0
-36.61317443,-72.35775756,40062,0
-36.61317825,-72.35775756,40062,0
-36.61317825,-72.35775756,40062,0
-36.61317825,-72.35775756,37991,0
-36.61317825,-72.35775756,37991,0
-36.61317825,-72.35775756,37991,0
-36.61317825,-72.35775756,37991,0
-36.61317825,-72.35775756,38124,0
-36.61317825,-72.35775756,38124,0
-36.61317825,-72.35775756,38124,0
-36.61317825,-72.35775756,38051,0
-36.61317825,-72.35775756,38051,0
-36.61317825,-72.35775756,38051,0
-36.61317825,-72.35775756,38051,0
-36.61317825,-72.35775756,38931,0
-36.61317825,-72.35775756,38931,0
-36.61317825,-72.35775756,38931,0
-36.61317825,-72.35775756,35396,0
-36.61317825,-72.35775756,35396,0
-36.61317825,-72.35775756,35396,0
-36.61317825,-72.35775756,35396,0
-36.61317825,-72.35775756,35368,0
-36.61317825,-72.35775756,35368,0
-36.61317825,-72.35775756,35368,0
-36.61317825,-72.35775756,31889,0
-36.61317825,-72.35775756,31889,0
-36.61317825,-72.35775756,31889,0
-36.61317825,-72.35775756,31889,0
-36.61317825,-72.35775756,35805,0
-36.61317825,-72.35775756,35805,0
-36.61317825,-72.35775756,35805,0
-36.61317825,-72.35775756,34409,0
-36.61317825,-72.35775756,34409,0
-36.61317825,-72.35775756,34409,0
-36.61317825,-72.35775756,34409,0
-36.61317825,-72.35775756,34628,0
-36.61317825,-72.35775756,34628,0
-36.61317825,-72.35775756,34628,0
-36.61317825,-72.35775756,35265,0
-36.61317825,-72.35774993,35265,0
-36.61317825,-72.35774993,35265,0
-36.61317825,-72.35774993,35265,0
-36.61317825,-72.35774993,34360,0
-36.61317825,-72.35774993,34360,0
-36.61317825,-72.35774993,34360,0
-36.61317825,-72.35774993,37184,0
-36.61317825,-72.35774993,37184,0
-36.61317825,-72.35774993,37184,0
-36.61317825,-72.35774993,37184,0
-36.61317825,-72.35774993,34852,8
-36.61317825,-72.35774993,34852,8
-36.61317825,-72.35774993,34852,8
-36.61317825,-72.35774993,35269,0
-36.61317825,-72.35774993,35269,0
-36.61317825,-72.35774993,35269,0
-36.61317825,-72.35774993,35269,0
-36.61317825,-72.35774993,39017,0
-36.61317825,-72.35774993,39017,0
-36.61317825,-72.35774993,39017,0
-36.61317825,-72.35774993,34562,0
-36.61317825,-72.35774993,34562,0
-36.61317825,-72.35774993,34562,0
-36.61317825,-72.35774993,34562,0
-36.61317825,-72.35774993,39225,0
-36.61317825,-72.35774993,39225,0
-36.61317443,-72.35774993,37972,8
-36.61317443,-72.35774993,37972,8
-36.61317443,-72.35774993,37972,8
-36.61317443,-72.35774993,32104,0
-36.61317443,-72.35774993,32104,0
-36.61317443,-72.35774993,32104,0
-36.61317443,-72.35774993,32104,0
-36.61317443,-72.35774993,38424,0
-36.61317825,-72.35774230,38424,0
-36.61317825,-72.35774230,38424,0
-36.61317825,-72.35774230,39518,0
-36.61317825,-72.35774230,39518,0
-36.61317825,-72.35774230,39518,0
-36.61317825,-72.35774230,39518,0
-36.61317825,-72.35774230,38707,0
-36.61317825,-72.35774230,38707,0
-36.61317825,-72.35774230,38707,0
-36.61317825,-72.35774230,38854,7
-36.61317825,-72.35774230,38854,7
-36.61317825,-72.35774230,38854,7
-36.61317825,-72.35774230,38854,7
-36.61317825,-72.35774230,39007,15
-36.61317825,-72.35774230,39007,15
-36.61317825,-72.35774230,39007,15
-36.61317825,-72.35774230,39550,8
-36.61317825,-72.35774230,39550,8
-36.61317825,-72.35774230,39550,8
-36.61317825,-72.35774230,39550,8
-36.61317825,-72.35774230,38402,8
-36.61317825,-72.35774230,38402,8
-36.61317825,-72.35774230,38402,8
-36.61317825,-72.35774230,38358,8
-36.61317825,-72.35774230,38358,8
-36.61317825,-72.35774230,38358,8
-36.61317825,-72.35774230,38358,8
-36.61317825,-72.35774230,38777,7
-36.61317825,-72.35774230,38777,7
-36.61317825,-72.35774230,38777,7
-36.61317825,-72.35774230,39935,7
-36.61317825,-72.35774230,39935,7
-36.61317825,-72.35774230,722,63
-36.61317825,-72.35774230,722,63
-36.61317825,-72.35774230,721,65
-36.61317825,-72.35774230,721,65
-36.61317825,-72.35774230,721,65
-36.61317825,-72.35774230,740,62
-36.61317825,-72.35774230,740,62
-36.61317825,-72.35774230,740,62
-36.61317825,-72.35774230,740,62
-36.61317825,-72.35774230,760,60
-36.61317825,-72.35774230,760,60
-36.61317825,-72.35774230,760,60
-36.61317825,-72.35774230,778,58
-36.61317825,-72.35774230,778,58
-36.61317825,-72.35774230,778,58
-36.61317825,-72.35774230,799,55
-36.61317825,-72.35774230,799,55
-36.61317825,-72.35774230,799,55
-36.61317825,-72.35774230,799,55
-36.61317825,-72.35774230,819,52
-36.61317825,-72.35774230,819,52
-36.61317825,-72.35774230,819,52
-36.61317825,-72.35774230,842,49
-36.61317825,-72.35774230,842,49
-36.61317825,-72.35774230,842,49
-36.61317825,-72.35774230,842,49
-36.61317825,-72.35774230,869,51
-36.61317825,-72.35774230,869,51
-36.61317825,-72.35774230,869,51
-36.61317825,-72.35774230,892,51
-36.61317825,-72.35774230,892,51
-36.61317825,-72.35774230,892,51
-36.61317825,-72.35774230,892,51
-36.61317825,-72.35774230,914,49
-36.61317825,-72.35773468,914,49
-36.61317825,-72.35773468,914,49
-36.61317825,-72.35773468,914,49
-36.61317825,-72.35773468,939,46
-36.61317825,-72.35773468,939,46
-36.61317825,-72.35773468,939,46
-36.61317825,-72.35773468,968,45
-36.61317825,-72.35773468,968,45
-36.61317825,-72.35773468,968,45
-36.61317825,-72.35773468,968,45
-36.61317825,-72.35773468,997,45
-36.61317825,-72.35773468,997,45
-36.61317825,-72.35773468,997,45
-36.61317825,-72.35773468,1030,44
-36.61317825,-72.35773468,1030,44
-36.61317825,-72.35773468,1030,44
-36.61317825,-72.35773468,1030,44
-36.61317825,-72.35773468,1066,43
-36.61317825,-72.35773468,1066,43
-36.61317825,-72.35773468,1066,43
-36.61317825,-72.35773468,1083,41
-36.61317825,-72.35773468,1083,41
-36.61317825,-72.35773468,1083,41
-36.61317825,-72.35773468,1083,41
-36.61317825,-72.35773468,1118,40
-36.61317825,-72.35773468,1118,40
-36.61317825,-72.35773468,1118,40
-36.61317825,-72.35773468,1173,36
-36.61317825,-72.35773468,1173,36
-36.61317825,-72.35773468,1173,36
-36.61317825,-72.35773468,1173,36
-36.61317825,-72.35773468,1172,36
-36.61317825,-72.35773468,1172,36
-36.61317825,-72.35773468,1172,36
-36.61317825,-72.35773468,1214,35
-36.61317825,-72.35773468,1214,35
-36.61317825,-72.35773468,1214,35
-36.61317825,-72.35773468,1214,35
-36.61317825,-72.35773468,1254,31
-36.61317825,-72.35773468,1254,31
-36.61317825,-72.35773468,1254,31
-36.61317443,-72.35773468,1281,37
-36.61317443,-72.35773468,1281,37
-36.61317443,-72.35773468,1281,37
-36.61317443,-72.35773468,1380,33
-36.61317443,-72.35773468,1380,33
-36.61317443,-72.35773468,1380,33
-36.61317443,-72.35773468,1411,28
-36.61317443,-72.35773468,1411,28
-36.61317443,-72.35773468,1411,28
-36.61317443,-72.35772705,1444,22
-36.61317443,-72.35772705,1444,22
-36.61317443,-72.35772705,1444,22
-36.61317443,-72.35772705,1444,22
-36.61317443,-72.35772705,1477,16
-36.61317443,-72.35772705,1477,16
-36.61317443,-72.35772705,1477,16
-36.61317443,-72.35772705,1509,7
-36.61317443,-72.35772705,1509,7
-36.61317443,-72.35772705,1509,7
-36.61317443,-72.35772705,1509,7
-36.61317443,-72.35772705,1553,6
-36.61317443,-72.35772705,1553,6
-36.61317443,-72.35772705,1553,6
-36.61317443,-72.35772705,1553,6
-36.61317443,-72.35772705,1618,7
-36.61317443,-72.35772705,1618,7
-36.61317443,-72.35772705,1618,7
-36.61317443,-72.35772705,1660,0
-36.61317443,-72.35772705,1660,0
-36.61317443,-72.35772705,1660,0
-36.61317443,-72.35772705,1660,0
-36.61317443,-72.35772705,1711,0
-36.61317443,-72.35772705,1711,0
-36.61317443,-72.35772705,1711,0
-36.61317443,-72.35772705,1736,7
-36.61317443,-72.35772705,1736,7
-36.61317443,-72.35772705,1736,7
