longitude,latitude,depth
9.954129,56.128335,1.022
9.954129,56.128335,1.055
9.954128,56.128336,1.023
9.954128,56.128336,1.073
9.954127,56.128336,1.023
9.954126,56.128337,1.033
9.954126,56.128337,1.03
9.954125,56.128338,1.039
9.954125,56.128338,1.081
9.954124,56.128339,1.059
9.954123,56.128339,1.057
9.954123,56.128339,1.077
9.954122,56.12834,1.025
9.954122,56.12834,1.045
9.954121,56.128341,1.024
9.954121,56.128341,1.055
9.95412,56.128341,1.075
9.954119,56.128342,1.064
9.954119,56.128342,1.073
9.954118,56.128343,1.072
9.954117,56.128343,1.081
9.954116,56.128344,1.077
9.954115,56.128344,1.068
9.954115,56.128345,1.081
9.954114,56.128345,1.091
9.954113,56.128346,1.076
9.954112,56.128346,1.073
9.954112,56.128347,1.088
9.954111,56.128347,1.077
9.95411,56.128348,1.078
9.95411,56.128348,1.09
9.954109,56.128349,1.079
9.954108,56.128349,1.118
9.954108,56.12835,1.117
9.954107,56.12835,1.098
9.954106,56.128351,1.079
9.954106,56.128351,1.065
9.954105,56.128352,1.056
9.954104,56.128353,1.083
9.954103,56.128353,1.082
9.954103,56.128354,1.083
9.954102,56.128354,1.08
9.954101,56.128355,1.096
9.9541,56.128356,1.097
9.954099,56.128356,1.093
9.954099,56.128357,1.091
9.954098,56.128357,1.112
9.954097,56.128358,1.11
9.954096,56.128358,1.104
9.954095,56.128359,1.12
9.954095,56.128359,1.151
9.954094,56.12836,1.133
9.954093,56.12836,1.114
9.954092,56.128361,1.126
9.954091,56.128361,1.134
9.954091,56.128362,1.191
9.95409,56.128362,1.172
9.954089,56.128363,1.142
9.954088,56.128363,0.931
9.954087,56.128364,1.157
9.954087,56.128364,1.124
9.954086,56.128365,1.176
9.954085,56.128366,1.141
9.954084,56.128366,1.191
9.954083,56.128367,1.141
9.954083,56.128367,1.154
9.954082,56.128368,1.155
9.954081,56.128368,1.148
9.95408,56.128369,1.145
9.954079,56.128369,1.167
9.954079,56.12837,1.141
9.954078,56.12837,1.17
9.954077,56.128371,1.187
9.954076,56.128371,1.169
9.954075,56.128372,1.177
9.954074,56.128373,1.197
9.954073,56.128373,1.159
9.954072,56.128374,1.18
9.954071,56.128374,1.171
9.954071,56.128375,1.193
9.95407,56.128375,1.181
9.954069,56.128376,1.129
9.954068,56.128376,1.105
9.954067,56.128376,1.104
9.954067,56.128377,1.159
9.954066,56.128377,1.152
9.954065,56.128378,1.174
9.954064,56.128379,1.186
9.954063,56.128379,1.21
9.954062,56.12838,1.139
9.954062,56.12838,1.226
9.954061,56.12838,1.182
9.95406,56.128381,1.198
9.954059,56.128381,1.195
9.954058,56.128382,1.173
9.954058,56.128382,1.207
9.954057,56.128383,1.209
9.954056,56.128383,1.191
9.954055,56.128384,1.17
9.954054,56.128385,1.215
9.954053,56.128385,1.206
9.954053,56.128386,1.165
9.954052,56.128386,1.191
9.954051,56.128387,1.183
9.95405,56.128387,1.184
9.954049,56.128388,1.177
9.954048,56.128388,1.181
9.954048,56.128389,1.23
9.954047,56.128389,1.188
9.954046,56.12839,1.146
9.954045,56.12839,1.155
9.954044,56.128391,1.156
9.954044,56.128391,1.155
9.954043,56.128392,1.142
9.954042,56.128392,1.13
9.954042,56.128392,1.142
9.954042,56.128392,1.098
9.954042,56.128393,1.068
9.954042,56.128393,1.074
9.954042,56.128393,1.029
9.954042,56.128393,1.021
9.954042,56.128393,1.014
9.954041,56.128393,1.004
9.954041,56.128393,1.001
9.954041,56.128393,1.004
9.954041,56.128393,1.021
9.954041,56.128393,1.044
9.954041,56.128393,1.149
9.954041,56.128393,1.2
9.954041,56.128393,1.275
9.954041,56.128393,1.341
9.954041,56.128393,1.397
9.954041,56.128393,1.466
9.954041,56.128393,1.528
9.953929,56.128464,1.537
9.95393,56.128463,1.504
9.95393,56.128463,1.49
9.95393,56.128463,1.44
9.95393,56.128463,1.363
9.95393,56.128462,1.325
9.953931,56.128462,1.295
9.953931,56.128462,1.233
9.953931,56.128462,1.219
9.953931,56.128462,1.194
9.953931,56.128462,1.165
9.953931,56.128462,1.151
9.953931,56.128462,1.125
9.953931,56.128462,1.121
9.953931,56.128462,1.12
9.953931,56.128462,1.122
9.953931,56.128462,1.109
9.953931,56.128463,1.115
9.953931,56.128463,1.098
9.953931,56.128463,1.11
9.95393,56.128462,1.127
9.95393,56.128462,1.114
9.95393,56.128462,1.108
9.95393,56.128463,1.115
9.95393,56.128463,1.115
9.95393,56.128463,1.117
9.95393,56.128463,1.113
9.953929,56.128463,1.149
9.953929,56.128463,1.112
9.953928,56.128463,1.117
9.953928,56.128463,1.143
9.953928,56.128464,1.13
9.953927,56.128464,1.141
9.953927,56.128464,1.127
9.953926,56.128464,1.13
9.953925,56.128465,1.129
9.953925,56.128465,1.133
9.953925,56.128465,1.128
9.953924,56.128465,1.134
9.953923,56.128466,1.108
9.953923,56.128466,1.11
9.953922,56.128466,1.12
9.953921,56.128467,1.094
9.953921,56.128467,1.085
9.95392,56.128467,1.08
9.953919,56.128468,1.075
9.953918,56.128468,1.068
9.953918,56.128469,1.072
9.953917,56.128469,1.089
9.953917,56.128469,1.063
9.953916,56.12847,1.035
9.953915,56.12847,1.037
9.953914,56.128471,1.032
9.953914,56.128471,1.002
9.953913,56.128471,1.029
9.953912,56.128472,0.988
9.953912,56.128472,1.008
9.953911,56.128473,0.95
9.95391,56.128473,0.964
9.953909,56.128473,0.954
9.953909,56.128474,0.925
9.953908,56.128474,0.874
9.953907,56.128475,0.875
9.953906,56.128475,0.845
9.953906,56.128476,0.841
9.953905,56.128476,0.823
9.953905,56.128476,0.809
9.953904,56.128477,0.799
9.953903,56.128477,0.775
9.953903,56.128478,0.77
9.953902,56.128478,0.792
9.953901,56.128478,0.752
9.953901,56.128479,0.7
9.9539,56.128479,0.668
9.953899,56.128479,0.653
9.953898,56.12848,0.673
9.953898,56.12848,0.624
9.953897,56.128481,0.598
9.953897,56.128481,0.623
9.953896,56.128481,0.579
9.953896,56.128482,0.551
9.953895,56.128482,0.535
9.953894,56.128483,0.504
9.953893,56.128483,0.513
9.953892,56.128484,0.507
9.953892,56.128484,0.474
9.953892,56.128484,0.464
9.953891,56.128484,0.428
9.953891,56.128484,0.362
9.953891,56.128484,0.288
9.953891,56.128484,0.35
9.953891,56.128484,0.34
9.953891,56.128484,0.336
9.953891,56.128484,0.346
9.953891,56.128484,0.353
9.953891,56.128484,0.391
9.953891,56.128484,0.39
9.953891,56.128484,0.4
9.953891,56.128484,0.44
9.953891,56.128484,0.455
9.953891,56.128484,0.498
9.953891,56.128484,0.358
9.953891,56.128484,0.393
9.953891,56.128484,0.613
9.953891,56.128484,0.665
9.953891,56.128484,0.705
9.953891,56.128484,0.294
9.954026,56.128512,1.114
9.954026,56.128512,1.054
9.954026,56.128512,1.03
9.954026,56.128512,0.963
9.954026,56.128512,0.932
9.954026,56.128512,0.891
9.954026,56.128512,0.868
9.954026,56.128512,0.857
9.954026,56.128512,0.844
9.954026,56.128512,0.82
9.954026,56.128512,0.816
9.954027,56.128512,0.821
9.954027,56.128512,0.813
9.954027,56.128512,0.806
9.954027,56.128512,0.779
9.954027,56.128512,0.777
9.954028,56.128512,0.772
9.954028,56.128512,0.767
9.954028,56.128512,0.767
9.954028,56.128512,0.756
9.954028,56.128512,0.751
9.954028,56.128512,0.777
9.954028,56.128512,0.754
9.954028,56.128512,0.741
9.954028,56.128512,0.735
9.954028,56.128512,0.735
9.954028,56.128512,0.73
9.954028,56.128512,0.727
9.954028,56.128512,0.728
9.954028,56.128512,0.738
9.954028,56.128512,0.748
9.954029,56.128512,0.746
9.954029,56.128512,0.762
9.954029,56.128513,0.772
9.954029,56.128513,0.793
9.954029,56.128513,0.786
9.954029,56.128513,0.785
9.954029,56.128513,0.789
9.954029,56.128513,0.795
9.954029,56.128513,0.787
9.954029,56.128513,0.8
9.954029,56.128513,0.791
9.954029,56.128513,0.794
9.954029,56.128513,0.796
9.95403,56.128513,0.799
9.95403,56.128513,0.807
9.95403,56.128513,0.819
9.95403,56.128513,0.842
9.95403,56.128513,0.861
9.95403,56.128513,0.887
9.95403,56.128513,0.905
9.954031,56.128513,0.93
9.954031,56.128513,0.967
9.954031,56.128513,1.011
9.954031,56.128513,1.057
9.954031,56.128513,1.102
9.954031,56.128513,1.147
9.954031,56.128513,1.193
9.954112,56.128473,1.647
9.954112,56.128473,1.605
9.954112,56.128474,1.557
9.954111,56.128474,1.486
9.954111,56.128474,1.43
9.954111,56.128474,1.371
9.954111,56.128474,1.337
9.954111,56.128474,1.3
9.95411,56.128474,1.259
9.95411,56.128474,1.276
9.954111,56.128474,1.231
9.95411,56.128474,1.225
9.95411,56.128474,1.23
9.95411,56.128474,1.229
9.95411,56.128474,1.233
9.95411,56.128474,1.238
9.95411,56.128474,1.238
9.95411,56.128474,1.237
9.95411,56.128474,1.253
9.95411,56.128474,1.24
9.95411,56.128474,1.262
9.95411,56.128474,1.273
9.95411,56.128474,1.245
9.95411,56.128474,1.252
9.95411,56.128474,1.244
9.95411,56.128474,1.247
9.95411,56.128474,1.246
9.95411,56.128474,1.242
9.95411,56.128474,1.251
9.95411,56.128473,1.26
9.95411,56.128473,1.287
9.954111,56.128473,1.313
9.954111,56.128473,1.347
9.954111,56.128473,1.396
9.95411,56.128474,1.45
9.95411,56.128474,1.507
9.95411,56.128474,1.568
9.954185,56.128438,1.493
9.954185,56.128438,1.423
9.954185,56.128438,1.409
9.954185,56.128438,1.375
9.954185,56.128438,1.359
9.954185,56.128438,1.344
9.954186,56.128438,1.334
9.954186,56.128438,1.334
9.954186,56.128438,1.325
9.954186,56.128438,1.352
9.954186,56.128438,1.326
9.954186,56.128438,1.342
9.954186,56.128438,1.333
9.954186,56.128438,1.329
9.954186,56.128438,1.328
9.954186,56.128438,1.325
9.954186,56.128438,1.33
9.954186,56.128438,1.328
9.954186,56.128438,1.329
9.954186,56.128438,1.33
9.954186,56.128438,1.321
9.954186,56.128438,1.321
9.954186,56.128439,1.322
9.954186,56.128439,1.317
9.954186,56.128439,1.314
9.954186,56.128439,1.322
9.954186,56.128439,1.311
9.954186,56.128439,1.305
9.954186,56.128439,1.3
9.954186,56.128439,1.298
9.954186,56.128439,1.301
9.954186,56.128439,1.29
9.954186,56.128439,1.283
9.954186,56.128439,1.277
9.954186,56.128439,1.268
9.954186,56.128439,1.265
9.954185,56.128439,1.267
9.954185,56.128439,1.274
9.954185,56.128439,1.261
9.954185,56.128439,1.25
9.954185,56.128439,1.245
9.954185,56.128439,1.242
9.954185,56.128439,1.24
9.954185,56.128439,1.24
9.954185,56.128439,1.244
9.954185,56.128439,1.261
9.954185,56.128439,1.258
9.954185,56.128439,1.28
9.954186,56.128439,1.338
9.954186,56.128439,1.392
9.954186,56.128439,1.459
9.954186,56.128439,1.537
9.954187,56.128439,1.605
9.954287,56.128375,1.582
9.954287,56.128375,1.522
9.954287,56.128376,1.445
9.954286,56.128376,1.381
9.954286,56.128376,1.344
9.954286,56.128376,1.263
9.954286,56.128376,1.264
9.954286,56.128376,1.201
9.954286,56.128376,1.225
9.954286,56.128377,1.183
9.954286,56.128377,1.167
9.954286,56.128377,1.204
9.954286,56.128377,1.188
9.954286,56.128377,1.199
9.954286,56.128377,1.202
9.954286,56.128377,1.2
9.954286,56.128377,1.199
9.954285,56.128377,1.213
9.954285,56.128377,1.201
9.954285,56.128377,1.224
9.954285,56.128377,1.206
9.954285,56.128376,1.206
9.954285,56.128376,1.203
9.954285,56.128376,1.203
9.954285,56.128376,1.198
9.954285,56.128376,1.185
9.954285,56.128376,1.182
9.954285,56.128376,1.233
9.954285,56.128376,1.166
9.954285,56.128376,1.163
9.954285,56.128376,1.148
9.954285,56.128376,1.154
9.954285,56.128376,1.134
9.954284,56.128376,1.123
9.954284,56.128376,1.139
9.954284,56.128376,1.124
9.954284,56.128376,1.109
9.954284,56.128376,1.103
9.954284,56.128376,1.091
9.954284,56.128376,1.091
9.954284,56.128376,1.088
9.954284,56.128376,1.072
9.954285,56.128376,1.059
9.954285,56.128376,1.048
9.954285,56.128376,1.04
9.954285,56.128376,1.036
9.954285,56.128376,1.052
9.954285,56.128376,1.025
9.954285,56.128376,1.018
9.954285,56.128376,1.011
9.954285,56.128376,1.012
9.954286,56.128376,1.014
9.954286,56.128376,1.035
9.954286,56.128376,1.005
9.954286,56.128376,1.0
9.954286,56.128376,0.999
9.954286,56.128376,0.993
9.954286,56.128376,0.994
9.954286,56.128376,1.001
9.954286,56.128376,1.018
9.954286,56.128376,1.047
9.954286,56.128376,1.091
9.954286,56.128376,1.156
9.954286,56.128376,1.244
9.954286,56.128376,1.357
9.954287,56.128376,1.476
9.954287,56.128377,1.608
9.954287,56.128377,0.288
9.954408,56.128307,1.302
9.954408,56.128307,1.269
9.954408,56.128307,1.277
9.954408,56.128307,1.255
9.954408,56.128307,1.253
9.954408,56.128307,1.279
9.954408,56.128307,1.268
9.954407,56.128307,1.287
9.954407,56.128307,1.29
9.954407,56.128307,1.284
9.954408,56.128307,1.289
9.954408,56.128307,1.277
9.954408,56.128307,1.281
9.954408,56.128308,1.261
9.954408,56.128308,1.271
9.954408,56.128308,1.268
9.954408,56.128308,1.251
9.954408,56.128308,1.245
9.954408,56.128307,1.239
9.954408,56.128307,1.238
9.954408,56.128307,1.227
9.954408,56.128307,1.216
9.954408,56.128307,1.204
9.954408,56.128308,1.219
9.954408,56.128308,1.202
9.954407,56.128308,1.191
9.954407,56.128307,1.18
9.954407,56.128308,1.171
9.954407,56.128308,1.16
9.954407,56.128308,1.153
9.954407,56.128308,1.149
9.954407,56.128308,1.145
9.954407,56.128308,1.145
9.954407,56.128308,1.137
9.954407,56.128308,1.127
9.954408,56.128308,1.121
9.954408,56.128308,1.123
9.954408,56.128308,1.112
9.954408,56.128308,1.121
9.954408,56.128308,1.117
9.954408,56.128308,1.121
9.954408,56.128308,1.127
9.954409,56.128308,1.154
9.954409,56.128308,1.136
9.954409,56.128308,1.149
9.954409,56.128307,1.172
9.954409,56.128307,1.192
9.954409,56.128307,1.248
9.954409,56.128307,1.299
9.954409,56.128307,1.381
9.954409,56.128307,1.477
9.954409,56.128307,0.288
9.954519,56.128248,1.468
9.954518,56.128248,1.432
9.954518,56.128248,1.413
9.954518,56.128248,1.408
9.954517,56.128248,1.386
9.954517,56.128248,1.374
9.954517,56.128248,1.381
9.954517,56.128248,1.404
9.954517,56.128248,1.38
9.954516,56.128248,1.375
9.954516,56.128248,1.382
9.954516,56.128248,1.376
9.954516,56.128248,1.371
9.954516,56.128248,1.388
9.954516,56.128248,1.369
9.954515,56.128248,1.376
9.954515,56.128248,1.371
9.954515,56.128248,1.361
9.954515,56.128248,1.363
9.954515,56.128248,1.355
9.954515,56.128248,1.348
9.954515,56.128248,1.36
9.954515,56.128248,1.358
9.954515,56.128248,1.347
9.954515,56.128248,1.336
9.954515,56.128248,1.338
9.954515,56.128248,1.345
9.954515,56.128248,1.344
9.954515,56.128248,1.335
9.954515,56.128248,1.335
9.954515,56.128248,1.32
9.954515,56.128248,1.316
9.954515,56.128248,1.322
9.954515,56.128248,1.33
9.954515,56.128248,1.315
9.954515,56.128248,1.309
9.954515,56.128248,1.29
9.954515,56.128248,1.283
9.954515,56.128248,1.291
9.954515,56.128248,1.266
9.954515,56.128248,1.268
9.954515,56.128248,1.26
9.954515,56.128248,1.278
9.954515,56.128248,1.329
9.954515,56.128248,1.375
9.954515,56.128248,1.462
9.954515,56.128248,1.516
9.954515,56.128248,1.6
9.954515,56.128248,0.295
9.954615,56.128183,1.525
9.954614,56.128184,1.47
9.954614,56.128184,1.436
9.954614,56.128184,1.418
9.954614,56.128184,1.306
9.954614,56.128184,1.249
9.954614,56.128184,1.209
9.954614,56.128184,1.185
9.954614,56.128184,1.173
9.954614,56.128185,1.197
9.954614,56.128185,1.188
9.954614,56.128185,1.157
9.954614,56.128184,1.15
9.954613,56.128184,1.164
9.954613,56.128184,1.151
9.954613,56.128184,1.146
9.954613,56.128184,1.17
9.954613,56.128184,1.15
9.954613,56.128184,1.151
9.954614,56.128184,1.154
9.954614,56.128184,1.154
9.954614,56.128185,1.149
9.954614,56.128185,1.148
9.954614,56.128185,1.154
9.954614,56.128184,1.165
9.954614,56.128184,1.173
9.954614,56.128184,1.151
9.954614,56.128184,1.176
9.954614,56.128184,1.156
9.954615,56.128184,1.19
9.954615,56.128184,1.186
9.954615,56.128184,1.201
9.954615,56.128184,1.161
9.954615,56.128184,1.188
9.954615,56.128184,1.235
9.954615,56.128184,1.166
9.954615,56.128184,1.225
9.954615,56.128184,1.201
9.954615,56.128184,1.2
9.954615,56.128183,1.196
9.954615,56.128183,1.204
9.954615,56.128183,1.219
9.954615,56.128183,1.233
9.954615,56.128183,1.266
9.954615,56.128183,1.312
9.954615,56.128183,1.361
9.954615,56.128183,1.411
9.954615,56.128183,1.473
9.954615,56.128183,1.524
9.954615,56.128182,1.619
9.954615,56.128182,1.623
9.954724,56.128113,1.517
9.954724,56.128113,1.456
9.954724,56.128113,1.403
9.954724,56.128113,1.358
9.954724,56.128113,1.295
9.954724,56.128113,1.275
9.954724,56.128113,1.255
9.954723,56.128113,1.236
9.954723,56.128113,1.238
9.954723,56.128113,1.21
9.954723,56.128113,1.206
9.954722,56.128113,1.192
9.954722,56.128114,1.196
9.954722,56.128114,1.201
9.954722,56.128113,1.198
9.954722,56.128113,1.202
9.954722,56.128113,1.185
9.954722,56.128113,1.189
9.954722,56.128113,1.203
9.954722,56.128113,1.185
9.954723,56.128113,1.185
9.954723,56.128113,1.204
9.954723,56.128113,1.19
9.954723,56.128113,1.184
9.954723,56.128113,1.187
9.954723,56.128113,1.186
9.954723,56.128113,1.189
9.954723,56.128113,1.192
9.954723,56.128113,1.194
9.954723,56.128113,1.198
9.954723,56.128113,1.203
9.954723,56.128113,1.209
9.954723,56.128113,1.209
9.954724,56.128113,1.21
9.954724,56.128113,1.212
9.954724,56.128113,1.214
9.954724,56.128113,1.22
9.954724,56.128113,1.231
9.954724,56.128113,1.246
9.954724,56.128113,1.248
9.954724,56.128113,1.256
9.954724,56.128113,1.305
9.954724,56.128113,1.342
9.954724,56.128113,1.438
9.954724,56.128113,1.466
9.954724,56.128113,1.545
9.954724,56.128113,1.594
9.954724,56.128113,1.676
9.954813,56.12806,1.492
9.954813,56.12806,1.399
9.954813,56.12806,1.338
9.954813,56.12806,1.302
9.954813,56.12806,1.282
9.954812,56.12806,1.267
9.954812,56.12806,1.264
9.954813,56.12806,1.263
9.954813,56.12806,1.253
9.954813,56.12806,1.267
9.954813,56.12806,1.249
9.954813,56.12806,1.254
9.954813,56.12806,1.269
9.954813,56.12806,1.249
9.954813,56.12806,1.257
9.954813,56.12806,1.262
9.954814,56.12806,1.277
9.954814,56.12806,1.255
9.954814,56.12806,1.256
9.954814,56.12806,1.243
9.954814,56.12806,1.239
9.954814,56.12806,1.24
9.954814,56.128059,1.24
9.954814,56.128059,1.245
9.954815,56.128059,1.263
9.954815,56.128059,1.252
9.954815,56.128059,1.258
9.954815,56.128059,1.257
9.954815,56.128059,1.274
9.954815,56.128059,1.259
9.954815,56.128059,1.259
9.954815,56.128059,1.267
9.954815,56.128059,1.276
9.954815,56.128059,1.271
9.954815,56.128059,1.268
9.954815,56.128059,1.269
9.954815,56.128059,1.277
9.954815,56.12806,1.27
9.954815,56.12806,1.27
9.954815,56.12806,1.269
9.954815,56.12806,1.271
9.954814,56.12806,1.269
9.954814,56.12806,1.27
9.954814,56.12806,1.267
9.954814,56.12806,1.263
9.954814,56.12806,1.267
9.954814,56.12806,1.265
9.954814,56.12806,1.267
9.954814,56.12806,1.263
9.954813,56.12806,1.248
9.954813,56.12806,1.242
9.954813,56.12806,1.243
9.954813,56.12806,1.244
9.954813,56.12806,1.238
9.954813,56.12806,1.246
9.954813,56.12806,1.244
9.954813,56.12806,1.261
9.954813,56.12806,1.267
9.954813,56.12806,1.296
9.954813,56.12806,1.331
9.954812,56.12806,1.377
9.954812,56.12806,1.432
9.954812,56.12806,1.479
9.954848,56.128037,0.623
9.954848,56.128037,0.598
9.954848,56.128037,0.577
9.954848,56.128037,0.582
9.954848,56.128037,0.561
9.954848,56.128037,0.556
9.954848,56.128037,0.561
9.954848,56.128037,0.561
9.954848,56.128037,0.581
9.954848,56.128037,0.587
9.954848,56.128037,0.61
9.954848,56.128037,0.616
9.954848,56.128037,0.632
9.954848,56.128037,0.644
9.954848,56.128037,0.648
9.954847,56.128037,0.636
9.954847,56.128037,0.64
9.954847,56.128037,0.626
9.954847,56.128037,0.604
9.954847,56.128037,0.591
9.954847,56.128037,0.585
9.954847,56.128038,0.578
9.954847,56.128038,0.607
9.954847,56.128038,0.582
9.954847,56.128038,0.579
9.954847,56.128038,0.578
9.954847,56.128038,0.572
9.954846,56.128038,0.57
9.954846,56.128038,0.563
9.954846,56.128038,0.554
9.954846,56.128038,0.548
9.954846,56.128038,0.544
9.954846,56.128038,0.539
9.954846,56.128038,0.532
9.954846,56.128038,0.526
9.954846,56.128038,0.523
9.954846,56.128038,0.517
9.954846,56.128038,0.512
9.954846,56.128038,0.509
9.954846,56.128038,0.508
9.954846,56.128038,0.507
9.954846,56.128038,0.495
9.954846,56.128038,0.49
9.954846,56.128038,0.508
9.954846,56.128038,0.488
9.954845,56.128038,0.474
9.954845,56.128038,0.492
9.954845,56.128038,0.465
9.954846,56.128038,0.463
9.954845,56.128038,0.476
9.954845,56.128038,0.497
9.954845,56.128038,0.539
9.954845,56.128037,0.608
9.954845,56.128037,0.69
9.954845,56.128037,0.756
9.954845,56.128037,0.288
9.954962,56.128062,0.434
9.954961,56.128062,0.402
9.954961,56.128062,0.395
9.954961,56.128063,0.375
9.954961,56.128063,0.368
9.954961,56.128063,0.382
9.954961,56.128063,0.372
9.954962,56.128063,0.375
9.954962,56.128063,0.385
9.954962,56.128063,0.402
9.954961,56.128063,0.351
9.954961,56.128063,0.329
9.954961,56.128063,0.32
9.954961,56.128063,0.319
9.954961,56.128063,0.326
9.954961,56.128063,0.341
9.95496,56.128063,0.374
9.95496,56.128063,0.39
9.95496,56.128064,0.428
9.95496,56.128064,0.471
9.95496,56.128064,0.507
9.95496,56.128064,0.557
9.954959,56.128066,0.603
9.954959,56.128066,0.577
9.95496,56.128066,0.578
9.95496,56.128066,0.581
9.95496,56.128066,0.535
9.95496,56.128066,0.501
9.95496,56.128066,0.467
9.95496,56.128066,0.434
9.95496,56.128066,0.414
9.95496,56.128066,0.391
9.95496,56.128066,0.38
9.95496,56.128066,0.356
9.95496,56.128066,0.348
9.95496,56.128066,0.331
9.95496,56.128066,0.32
9.95496,56.128066,0.318
9.95496,56.128066,0.312
9.95496,56.128066,0.307
9.95496,56.128066,0.306
9.95496,56.128066,0.298
9.95496,56.128065,0.303
9.95496,56.128065,0.304
9.95496,56.128065,0.288
9.95496,56.128065,0.288
9.95496,56.128065,0.288
9.95496,56.128065,0.288
9.95496,56.128065,0.288
9.95496,56.128065,0.288
9.95496,56.128065,0.288
9.95496,56.128065,0.288
9.95496,56.128065,0.288
9.95496,56.128065,0.288
9.95496,56.128065,0.288
9.95496,56.128065,0.288
9.95496,56.128065,0.288
9.954961,56.128065,0.288
9.954961,56.128065,0.288
9.954961,56.128065,0.288
9.954961,56.128065,0.288
9.954961,56.128065,0.288
9.954961,56.128065,0.288
9.954961,56.128065,0.288
9.954961,56.128065,0.288
9.954961,56.128065,0.288
9.954961,56.128065,0.288
9.954961,56.128065,0.288
9.954961,56.128065,0.288
9.954961,56.128065,0.288
9.954961,56.128065,0.288
9.954961,56.128065,0.288
9.954961,56.128065,0.288
9.95496,56.128065,0.288
9.95496,56.128065,0.329
9.95496,56.128065,0.383
9.95496,56.128065,0.441
9.95496,56.128065,0.486
9.95496,56.128065,0.533
9.95496,56.128065,0.571
9.954928,56.128084,1.114
9.954927,56.128085,1.142
9.954926,56.128085,1.159
9.954926,56.128086,1.162
9.954925,56.128087,1.12
9.954925,56.128087,1.042
9.954925,56.128087,1.001
9.954925,56.128087,1.002
9.954925,56.128088,0.975
9.954925,56.128088,0.971
9.954925,56.128088,0.945
9.954925,56.128088,0.963
9.954926,56.128088,0.967
9.954926,56.128088,0.917
9.954926,56.128088,0.913
9.954926,56.128088,0.904
9.954926,56.128088,0.905
9.954926,56.128088,0.897
9.954926,56.128088,0.888
9.954926,56.128088,0.887
9.954926,56.128088,0.901
9.954926,56.128088,0.875
9.954926,56.128088,0.868
9.954926,56.128088,0.873
9.954926,56.128088,0.88
9.954927,56.128088,0.863
9.954927,56.128088,0.862
9.954927,56.128088,0.873
9.954927,56.128088,0.872
9.954927,56.128088,0.879
9.954927,56.128087,0.884
9.954927,56.128087,0.886
9.954927,56.128087,0.887
9.954927,56.128087,0.888
9.954927,56.128087,0.898
9.954927,56.128087,0.897
9.954927,56.128087,0.912
9.954927,56.128087,0.903
9.954927,56.128087,0.911
9.954927,56.128087,0.917
9.954927,56.128087,0.913
9.954927,56.128087,0.925
9.954927,56.128087,0.942
9.954927,56.128087,0.944
9.954927,56.128087,0.943
9.954927,56.128087,0.956
9.954927,56.128087,0.942
9.954927,56.128087,0.944
9.954927,56.128087,0.95
9.954927,56.128087,0.957
9.954927,56.128087,0.963
9.954927,56.128087,0.972
9.954927,56.128087,0.975
9.954927,56.128087,0.983
9.954927,56.128087,1.002
9.954927,56.128087,1.028
9.954926,56.128087,1.075
9.954926,56.128087,1.086
9.954926,56.128087,1.119
9.954926,56.128087,1.159
9.954926,56.128087,1.196
9.954926,56.128087,1.25
9.954816,56.128156,1.517
9.954816,56.128156,1.495
9.954816,56.128156,1.486
9.954816,56.128156,1.472
9.954816,56.128156,1.472
9.954816,56.128156,1.465
9.954815,56.128156,1.464
9.954815,56.128156,1.458
9.954816,56.128156,1.478
9.954816,56.128156,1.465
9.954816,56.128156,1.475
9.954816,56.128156,1.468
9.954816,56.128156,1.424
9.954816,56.128155,1.424
9.954816,56.128155,1.435
9.954816,56.128155,1.429
9.954816,56.128155,1.423
9.954816,56.128155,1.431
9.954816,56.128155,1.418
9.954816,56.128155,1.436
9.954816,56.128155,1.439
9.954816,56.128155,1.418
9.954816,56.128155,1.414
9.954816,56.128155,1.421
9.954816,56.128155,1.421
9.954817,56.128155,1.427
9.954817,56.128155,1.415
9.954817,56.128155,1.419
9.954817,56.128155,1.426
9.954817,56.128155,1.462
9.954817,56.128155,1.43
9.954817,56.128155,1.431
9.954817,56.128155,1.433
9.954817,56.128155,1.428
9.954817,56.128155,1.434
9.954817,56.128155,1.447
9.954817,56.128155,1.442
9.954817,56.128155,1.433
9.954817,56.128155,1.461
9.954817,56.128155,1.438
9.954817,56.128155,1.436
9.954817,56.128155,1.436
9.954817,56.128155,1.422
9.954817,56.128155,1.416
9.954817,56.128155,1.43
9.954817,56.128155,1.404
9.954817,56.128155,1.397
9.954817,56.128155,1.4
9.954817,56.128155,1.399
9.954817,56.128155,1.393
9.954817,56.128155,1.392
9.954817,56.128155,1.395
9.954817,56.128155,1.391
9.954817,56.128155,1.413
9.954817,56.128155,1.396
9.954817,56.128155,1.391
9.954817,56.128155,1.39
9.954816,56.128155,1.408
9.954816,56.128155,1.403
9.954816,56.128155,1.427
9.954816,56.128155,1.481
9.954816,56.128155,1.525
9.954816,56.128155,1.561
9.954816,56.128155,1.599
9.954711,56.128222,0.308
9.9547,56.128228,1.759
9.9547,56.128228,1.743
9.954701,56.128228,1.721
9.954701,56.128227,1.629
9.954701,56.128227,1.634
9.954702,56.128227,1.564
9.954702,56.128227,1.52
9.954702,56.128227,1.499
9.954702,56.128227,1.531
9.954702,56.128227,1.468
9.954702,56.128226,1.458
9.954702,56.128226,1.447
9.954701,56.128226,1.44
9.954701,56.128226,1.442
9.954701,56.128227,1.426
9.954701,56.128227,1.41
