longitude,latitude,depth
9.953767,56.128327,0.361
9.953767,56.128327,0.356
9.953767,56.128327,0.375
9.953767,56.128327,0.387
9.953768,56.128327,0.415
9.953768,56.128327,0.458
9.953768,56.128327,0.501
9.953768,56.128327,0.559
9.953768,56.128327,0.611
9.953768,56.128328,0.665
9.953768,56.128328,0.718
9.953768,56.128328,0.772
9.953768,56.128328,0.818
9.953768,56.128328,0.863
9.953832,56.128377,1.317
9.953832,56.128378,1.262
9.953832,56.128378,1.243
9.953832,56.128378,1.199
9.953832,56.128378,1.169
9.953832,56.128378,1.136
9.953832,56.128378,1.118
9.953832,56.128378,1.125
9.953832,56.128378,1.126
9.953832,56.128378,1.116
9.953832,56.128378,1.11
9.953832,56.128378,1.125
9.953832,56.128378,1.122
9.953832,56.128378,1.13
9.953832,56.128378,1.117
9.953832,56.128378,1.13
9.953832,56.128378,1.186
9.953833,56.128378,1.182
9.953833,56.128378,1.219
9.953833,56.128378,1.254
9.953833,56.128378,1.308
9.953833,56.128378,1.356
9.953833,56.128378,1.369
9.953833,56.128378,1.415
9.953833,56.128378,1.472
9.953815,56.128396,1.017
9.953815,56.128396,0.969
9.953815,56.128397,0.912
9.953815,56.128397,0.88
9.953815,56.128397,0.854
9.953815,56.128397,0.836
9.953815,56.128396,0.792
9.953815,56.128396,0.795
9.953815,56.128396,0.763
9.953815,56.128396,0.739
9.953815,56.128396,0.701
9.953815,56.128396,0.682
9.953815,56.128396,0.686
9.953815,56.128396,0.662
9.953815,56.128396,0.644
9.953815,56.128396,0.657
9.953815,56.128396,0.634
9.953815,56.128396,0.634
9.953815,56.128396,0.643
9.953814,56.128396,0.63
9.953814,56.128396,0.626
9.953814,56.128396,0.6
9.953814,56.128396,0.595
9.953814,56.128396,0.585
9.953814,56.128396,0.625
9.953813,56.128396,0.574
9.953813,56.128396,0.559
9.953813,56.128396,0.548
9.953813,56.128396,0.55
9.953814,56.128396,0.545
9.953814,56.128396,0.548
9.953814,56.128396,0.544
9.953814,56.128396,0.545
9.953814,56.128396,0.586
9.953814,56.128396,0.54
9.953814,56.128396,0.547
9.953814,56.128396,0.551
9.953814,56.128396,0.557
9.953814,56.128396,0.589
9.953814,56.128396,0.577
9.953814,56.128396,0.574
9.953814,56.128396,0.576
9.953814,56.128396,0.58
9.953814,56.128396,0.582
9.953814,56.128396,0.58
9.953814,56.128396,0.587
9.953814,56.128396,0.595
9.953814,56.128396,0.607
9.953814,56.128396,0.61
9.953814,56.128396,0.627
9.953814,56.128396,0.642
9.953814,56.128396,0.619
9.953814,56.128396,0.616
9.953814,56.128396,0.618
9.953814,56.128396,0.654
9.953814,56.128396,0.647
9.953814,56.128396,0.636
9.953814,56.128396,0.623
9.953814,56.128395,0.611
9.953814,56.128395,0.599
9.953814,56.128395,0.592
9.953814,56.128396,0.585
9.953814,56.128396,0.589
9.953814,56.128395,0.62
9.953814,56.128395,0.67
9.953814,56.128395,0.679
9.953814,56.128395,0.737
9.953814,56.128396,0.802
9.953815,56.128396,0.856
9.953815,56.128396,0.931
9.953814,56.128396,0.97
9.953814,56.128395,0.989
9.953814,56.128395,1.014
9.953814,56.128395,1.048
9.953929,56.12833,1.439
9.953929,56.12833,1.435
9.953929,56.12833,1.424
9.953929,56.12833,1.415
9.953929,56.128329,1.407
9.953929,56.128329,1.387
9.953929,56.128329,1.35
9.953929,56.128329,1.35
9.953929,56.128329,1.327
9.953929,56.128329,1.284
9.953929,56.128329,1.264
9.953929,56.128329,1.242
9.953929,56.128329,1.226
9.953929,56.128329,1.223
9.953928,56.128329,1.223
9.953928,56.128329,1.215
9.953928,56.128329,1.197
9.953928,56.128329,1.249
9.953928,56.128329,1.203
9.953928,56.128329,1.194
9.953928,56.128329,1.191
9.953928,56.128329,1.215
9.953928,56.128329,1.208
9.953928,56.128329,1.207
9.953928,56.128329,1.25
9.953928,56.12833,1.205
9.953928,56.12833,1.225
9.953928,56.12833,1.226
9.953928,56.12833,1.231
9.953928,56.12833,1.234
9.953928,56.12833,1.233
9.953928,56.12833,1.224
9.953928,56.12833,1.224
9.953928,56.12833,1.277
9.953927,56.128331,1.24
9.953927,56.128331,1.232
9.953927,56.128331,1.231
9.953927,56.128331,1.205
9.953927,56.128331,1.204
9.953927,56.128331,1.207
9.953927,56.128331,1.199
9.953927,56.128331,1.205
9.953927,56.128331,1.209
9.953927,56.128332,1.2
9.953927,56.128332,1.217
9.953927,56.128332,1.207
9.953927,56.128332,1.184
9.953927,56.128332,1.188
9.953927,56.128332,1.198
9.953927,56.128332,1.192
9.953927,56.128332,1.185
9.953927,56.128332,1.182
9.953927,56.128332,1.18
9.953927,56.128332,1.181
9.953928,56.128333,1.19
9.953928,56.128333,1.213
9.953928,56.128333,1.23
9.953928,56.128333,1.269
9.953928,56.128333,1.32
9.953928,56.128333,1.371
9.953928,56.128333,1.432
9.953927,56.128334,1.501
9.953927,56.128333,1.563
9.953958,56.12832,1.574
9.953958,56.128319,1.534
9.953958,56.128319,1.494
9.953959,56.128319,1.451
9.953959,56.128319,1.391
9.953959,56.128319,1.354
9.953959,56.128319,1.268
9.953959,56.128319,1.211
9.953959,56.128319,1.214
9.953959,56.128319,1.147
9.953959,56.128319,1.138
9.953959,56.128319,1.123
9.953959,56.128319,1.123
9.953959,56.128319,1.124
9.953959,56.128319,1.129
9.953959,56.128319,1.13
9.953959,56.128319,1.131
9.953959,56.128319,1.136
9.953959,56.128319,1.143
9.953959,56.128319,1.135
9.953958,56.128319,1.136
9.953958,56.128319,1.141
9.953958,56.128319,1.142
9.953958,56.128319,1.139
9.953958,56.128319,1.154
9.953958,56.128319,1.13
9.953957,56.128319,1.128
9.953957,56.128319,1.132
9.953957,56.128319,1.153
9.953957,56.128319,1.131
9.953957,56.128319,1.139
9.953958,56.128319,1.135
9.953958,56.128319,1.115
9.953958,56.128319,1.11
9.953958,56.128319,1.101
9.953958,56.128319,1.114
9.953958,56.128319,1.095
9.953957,56.128319,1.083
9.953957,56.128319,1.116
9.953957,56.128319,1.083
9.953957,56.128318,1.08
9.953957,56.128318,1.09
9.953957,56.128318,1.094
9.953957,56.128318,1.101
9.953957,56.128318,1.114
9.953957,56.128318,1.129
9.953957,56.128318,1.152
9.953957,56.128318,1.222
9.953957,56.128318,1.336
9.953957,56.128318,1.435
9.953957,56.128318,1.502
9.953957,56.128318,1.626
9.954003,56.128292,1.34
9.954003,56.128292,1.277
9.954003,56.128292,1.235
9.954003,56.128292,1.248
9.954003,56.128292,1.194
9.954003,56.128292,1.205
9.954003,56.128292,1.177
9.954003,56.128292,1.209
9.954003,56.128292,1.222
9.954003,56.128292,1.279
9.954003,56.128292,1.266
9.954003,56.128292,1.295
9.954003,56.128292,1.291
9.954002,56.128292,1.29
9.954002,56.128292,1.303
9.954002,56.128292,1.278
9.954002,56.128292,1.291
9.954002,56.128292,1.273
9.954002,56.128292,1.301
9.954002,56.128293,1.294
9.954002,56.128293,1.277
9.954002,56.128293,1.271
9.954002,56.128293,1.272
9.954002,56.128293,1.273
9.954002,56.128293,1.273
9.954002,56.128293,1.271
9.954002,56.128292,1.266
9.954002,56.128292,1.258
9.954002,56.128292,1.25
9.954002,56.128292,1.244
9.954002,56.128292,1.238
9.954002,56.128292,1.235
9.954002,56.128292,1.236
9.954002,56.128292,1.242
9.954003,56.128292,1.246
9.954002,56.128292,1.228
9.954002,56.128292,1.215
9.954002,56.128292,1.218
9.954002,56.128292,1.209
9.954002,56.128292,1.231
9.954002,56.128292,1.264
9.954002,56.128292,1.305
9.954002,56.128292,1.366
9.954002,56.128292,1.431
9.954002,56.128292,1.51
9.954052,56.128261,1.474
9.954052,56.128262,1.385
9.954051,56.128262,1.339
9.954051,56.128262,1.283
9.954051,56.128262,1.228
9.954051,56.128262,1.192
9.954051,56.128262,1.174
9.954051,56.128262,1.146
9.954051,56.128262,1.138
9.954051,56.128262,1.13
9.954051,56.128262,1.138
9.954051,56.128262,1.187
9.954051,56.128262,1.151
9.954051,56.128262,1.15
9.954051,56.128262,1.148
9.954051,56.128262,1.146
9.954051,56.128262,1.144
9.954051,56.128262,1.146
9.954051,56.128262,1.146
9.954051,56.128262,1.15
9.954051,56.128262,1.147
9.954051,56.128262,1.15
9.954051,56.128262,1.145
9.954051,56.128262,1.157
9.954051,56.128262,1.153
9.954051,56.128262,1.146
9.954051,56.128262,1.165
9.954051,56.128262,1.142
9.954051,56.128262,1.148
9.954051,56.128262,1.148
9.954051,56.128262,1.147
9.954051,56.128262,1.152
9.954051,56.128262,1.159
9.954051,56.128262,1.167
9.954051,56.128262,1.175
9.954051,56.128262,1.193
9.954051,56.128262,1.214
9.954051,56.128262,1.242
9.954051,56.128262,1.281
9.954051,56.128262,1.34
9.954051,56.128262,1.413
9.954051,56.128262,1.493
9.954051,56.128262,0.302
9.954086,56.12824,1.468
9.954086,56.12824,1.214
9.954087,56.12824,1.208
9.954087,56.12824,1.162
9.954087,56.12824,1.18
9.954088,56.12824,1.181
9.954088,56.12824,1.195
9.954088,56.128239,1.233
9.954088,56.128239,1.217
9.954087,56.128239,1.229
9.954087,56.128239,1.232
9.954087,56.128239,1.235
9.954087,56.128239,1.212
9.954087,56.128239,1.223
9.954087,56.128239,1.216
9.954087,56.128239,1.215
9.954087,56.128239,1.206
9.954087,56.128239,1.211
9.954087,56.128239,1.243
9.954087,56.128239,1.25
9.954087,56.128239,1.329
9.954087,56.128239,1.401
9.954087,56.128239,1.528
9.954087,56.128239,1.574
9.954087,56.128239,0.291
9.95409,56.12824,1.425
9.95409,56.12824,1.379
9.95409,56.128241,1.345
9.95409,56.128241,1.326
9.95409,56.128241,1.31
9.95409,56.128241,1.341
9.954091,56.128241,1.285
9.954091,56.128241,1.274
9.954091,56.128241,1.275
9.954091,56.128241,1.27
9.954092,56.128241,1.276
9.954092,56.128241,1.26
9.954092,56.128242,1.325
9.954092,56.128242,1.268
9.954092,56.128242,1.272
9.954093,56.128243,1.255
9.954093,56.128243,1.28
9.954093,56.128243,1.282
9.954093,56.128243,1.261
9.954093,56.128243,1.238
9.954093,56.128243,1.265
9.954093,56.128243,1.267
9.954093,56.128243,1.207
9.954093,56.128243,1.234
9.954092,56.128243,1.235
9.954092,56.128243,1.25
9.954092,56.128243,1.24
9.954092,56.128243,1.211
9.954092,56.128243,1.213
9.954092,56.128243,1.206
9.954092,56.128243,1.3
9.954092,56.128243,1.288
9.954092,56.128243,1.32
9.954092,56.128243,1.424
9.954092,56.128243,1.499
9.954092,56.128243,0.288
9.954151,56.128203,1.516
9.954151,56.128203,1.439
9.954151,56.128203,1.361
9.954151,56.128203,1.294
9.95415,56.128203,1.21
9.95415,56.128203,1.161
9.95415,56.128204,1.089
9.95415,56.128204,1.005
9.954151,56.128204,1.067
9.954151,56.128204,1.052
9.954151,56.128204,1.042
9.95415,56.128204,1.058
9.95415,56.128204,1.05
9.95415,56.128203,1.055
9.95415,56.128203,1.061
9.95415,56.128203,1.094
9.95415,56.128203,1.07
9.95415,56.128203,1.076
9.95415,56.128203,1.1
9.95415,56.128203,1.061
9.954151,56.128203,1.052
9.954151,56.128203,1.052
9.954151,56.128203,1.053
9.954151,56.128203,1.055
9.954152,56.128203,1.042
9.954152,56.128203,1.042
9.954152,56.128202,1.051
9.954152,56.128202,1.04
9.954153,56.128202,1.09
9.954153,56.128202,1.063
9.954154,56.128201,1.051
9.954154,56.128201,1.053
9.954155,56.128201,1.059
9.954155,56.128201,1.062
9.954156,56.1282,1.072
9.954157,56.1282,1.087
9.954157,56.1282,1.09
9.954158,56.128199,1.098
9.954159,56.128199,1.103
9.954159,56.128198,1.127
9.95416,56.128198,1.128
9.954161,56.128197,1.131
9.954162,56.128197,1.13
9.954163,56.128196,1.166
9.954164,56.128196,1.168
9.954164,56.128195,1.18
9.954165,56.128194,1.196
9.954166,56.128194,1.198
9.954167,56.128193,1.208
9.954168,56.128193,1.224
9.95417,56.128192,1.241
9.954171,56.128191,1.3
9.954172,56.128191,1.294
9.954173,56.12819,1.329
9.954175,56.128189,1.357
9.954176,56.128188,1.423
9.954178,56.128188,1.393
9.954179,56.128187,1.397
9.95418,56.128186,1.406
9.954181,56.128186,1.449
9.954182,56.128185,1.513
9.954183,56.128184,1.519
9.954184,56.128183,1.679
9.954186,56.128183,1.717
9.954245,56.128133,1.699
9.954245,56.128133,1.651
9.954245,56.128133,1.635
9.954246,56.128133,1.602
9.954245,56.128134,1.581
9.954246,56.128134,1.576
9.954246,56.128134,1.533
9.954246,56.128134,1.523
9.954246,56.128134,1.519
9.954246,56.128134,1.516
9.954246,56.128135,1.53
9.954247,56.128135,1.525
9.954247,56.128135,1.525
9.954247,56.128134,1.559
9.954247,56.128134,1.54
9.954247,56.128134,1.544
9.954246,56.128134,1.546
9.954246,56.128134,1.59
9.954246,56.128134,1.564
9.954246,56.128134,1.57
9.954246,56.128134,1.555
9.954246,56.128134,1.564
9.954246,56.128134,1.629
9.954246,56.128134,1.565
9.954246,56.128134,1.568
9.954246,56.128134,1.564
9.954246,56.128134,1.569
9.954246,56.128134,1.573
9.954245,56.128134,1.572
9.954245,56.128134,1.572
9.954245,56.128134,1.584
9.954245,56.128134,1.588
9.954245,56.128134,1.59
9.954245,56.128134,1.604
9.954245,56.128134,1.582
9.954245,56.128134,1.579
9.954245,56.128134,1.587
9.954245,56.128134,1.587
9.954245,56.128134,1.593
9.954245,56.128134,1.623
9.954245,56.128134,1.649
9.954245,56.128134,1.7
9.954245,56.128134,1.737
9.954245,56.128134,1.772
9.954358,56.128063,1.447
9.954358,56.128062,1.395
9.954358,56.128062,1.431
9.954358,56.128062,1.307
9.954359,56.128062,1.349
9.954359,56.128062,1.319
9.954359,56.128061,1.351
9.954359,56.128061,1.301
9.954359,56.128061,1.305
9.954359,56.128061,1.283
9.954359,56.128061,1.227
9.954359,56.128061,1.262
9.954359,56.128061,1.248
9.954359,56.128061,1.214
9.954359,56.128061,1.348
9.954359,56.128061,1.257
9.954359,56.128061,1.239
9.954359,56.128061,1.239
9.954359,56.128061,1.24
9.954359,56.128061,1.243
9.954359,56.128061,1.246
9.954359,56.128061,1.251
9.954359,56.128061,1.234
9.954359,56.128061,1.304
9.954359,56.128061,1.369
9.954359,56.128061,1.256
9.954359,56.128061,1.259
9.954359,56.128061,1.264
9.95436,56.128061,1.27
9.95436,56.128061,1.296
9.95436,56.128061,1.274
9.95436,56.128061,1.298
9.95436,56.128061,1.281
9.95436,56.128061,1.282
9.954359,56.128061,1.292
9.954359,56.128061,1.304
9.954359,56.128061,1.301
9.954359,56.128061,1.3
9.954359,56.128061,1.296
9.954359,56.128061,1.304
9.954359,56.128061,1.314
9.95436,56.128061,1.326
9.95436,56.128061,1.332
9.95436,56.128061,1.336
9.95436,56.128061,1.345
9.95436,56.128061,1.354
9.95436,56.128061,1.37
9.95436,56.128061,1.392
9.95436,56.128061,1.476
9.95436,56.128061,1.488
9.95436,56.128061,1.44
9.95436,56.128061,1.446
9.95436,56.128061,1.474
9.95436,56.128061,1.515
9.95436,56.128061,1.57
9.95436,56.128061,0.288
9.954464,56.127995,1.244
9.954464,56.127994,1.258
9.954464,56.127994,1.237
9.954464,56.127994,1.202
9.954464,56.127994,1.235
9.954465,56.127994,1.208
9.954465,56.127994,1.208
9.954465,56.127994,1.218
9.954465,56.127994,1.217
9.954465,56.127994,1.238
9.954465,56.127994,1.222
9.954465,56.127994,1.206
9.954465,56.127994,1.216
9.954465,56.127994,1.223
9.954465,56.127994,1.229
9.954465,56.127994,1.24
9.954465,56.127994,1.303
9.954465,56.127994,1.243
9.954465,56.127994,1.253
9.954465,56.127994,1.279
9.954465,56.127994,1.324
9.954465,56.127994,1.394
9.954465,56.127994,1.451
9.954465,56.127994,0.288
9.954479,56.127987,0.288
9.954558,56.127935,0.724
9.954558,56.127935,0.626
9.954558,56.127935,0.615
9.954558,56.127935,0.598
9.954558,56.127935,0.577
9.954558,56.127935,0.569
9.954558,56.127935,0.546
9.954558,56.127935,0.54
9.954558,56.127935,0.541
9.954558,56.127935,0.547
9.954558,56.127935,0.548
9.954558,56.127935,0.569
9.954558,56.127935,0.561
9.954559,56.127935,0.569
9.954559,56.127934,0.552
9.954559,56.127934,0.586
9.954559,56.127934,0.62
9.954559,56.127934,0.603
9.954559,56.127934,0.588
9.954559,56.127934,0.613
9.954559,56.127934,0.601
9.954559,56.127934,0.598
9.954559,56.127934,0.608
9.954559,56.127934,0.606
9.954559,56.127934,0.597
9.954559,56.127934,0.597
9.954559,56.127934,0.589
9.954559,56.127934,0.571
9.954559,56.127935,0.574
9.954559,56.127935,0.587
9.954559,56.127935,0.575
9.954559,56.127935,0.569
9.954559,56.127935,0.591
9.954559,56.127935,0.566
9.954559,56.127935,0.567
9.954559,56.127935,0.568
9.954559,56.127935,0.568
9.954559,56.127935,0.572
9.954559,56.127935,0.564
9.954559,56.127935,0.565
9.954559,56.127935,0.557
9.954559,56.127935,0.563
9.954559,56.127935,0.583
9.954559,56.127935,0.585
9.954559,56.127935,0.594
9.954559,56.127935,0.611
9.954559,56.127935,0.638
9.954559,56.127935,0.71
9.954559,56.127935,0.746
9.954559,56.127935,0.803
9.954559,56.127935,0.875
9.954645,56.127975,1.321
9.954645,56.127974,1.266
9.954645,56.127974,1.203
9.954645,56.127974,1.193
9.954644,56.127974,1.177
9.954644,56.127974,1.169
9.954644,56.127974,1.147
9.954644,56.127974,1.147
9.954644,56.127974,1.165
9.954644,56.127974,1.134
9.954644,56.127974,1.165
9.954644,56.127974,1.177
9.954644,56.127974,1.146
9.954644,56.127974,1.154
9.954644,56.127974,1.118
9.954644,56.127974,1.12
9.954644,56.127974,1.107
9.954644,56.127974,1.09
9.954644,56.127975,1.101
9.954644,56.127975,1.098
9.954645,56.127975,1.111
9.954645,56.127975,1.093
9.954645,56.127975,1.085
9.954645,56.127975,1.102
9.954645,56.127975,1.103
9.954645,56.127975,1.082
9.954645,56.127975,1.065
9.954645,56.127975,1.041
9.954646,56.127975,1.036
9.954646,56.127975,1.047
9.954646,56.127975,1.017
9.954646,56.127975,1.035
9.954646,56.127975,1.013
9.954646,56.127975,1.026
9.954646,56.127975,1.035
9.954646,56.127975,1.036
9.954646,56.127975,1.041
9.954646,56.127975,1.042
9.954646,56.127975,1.03
9.954646,56.127975,1.026
9.954646,56.127975,1.028
9.954646,56.127975,1.033
9.954646,56.127975,1.042
9.954646,56.127975,1.041
9.954646,56.127975,1.039
9.954646,56.127975,1.071
9.954646,56.127975,1.043
9.954646,56.127975,1.031
9.954646,56.127975,0.998
9.954646,56.127975,0.994
9.954646,56.127975,0.999
9.954646,56.127975,1.003
9.954646,56.127975,1.017
9.954646,56.127975,1.046
9.954646,56.127975,1.075
9.954646,56.127975,1.142
9.954646,56.127975,1.211
9.954646,56.127975,1.307
9.954571,56.128027,1.546
9.954572,56.128026,1.546
9.954572,56.128026,1.517
9.954572,56.128026,1.442
9.954572,56.128026,1.421
9.954573,56.128026,1.408
9.954573,56.128026,1.363
9.954573,56.128026,1.353
9.954573,56.128026,1.373
9.954573,56.128025,1.271
9.954573,56.128025,1.278
9.954572,56.128025,1.252
9.954572,56.128026,1.252
9.954573,56.128025,1.294
9.954573,56.128026,1.314
9.954573,56.128026,1.385
9.954572,56.128026,1.58
9.954572,56.128026,1.58
9.954571,56.128027,1.426
9.954571,56.128027,1.396
9.954572,56.128027,1.385
9.954572,56.128027,1.38
9.954572,56.128027,1.348
9.954572,56.128026,1.345
9.954571,56.128026,1.367
9.954571,56.128026,1.4
9.954571,56.128026,1.427
9.954571,56.128026,1.453
9.954571,56.128026,1.442
9.954571,56.128026,1.455
9.954571,56.128026,1.437
9.954571,56.128026,1.437
9.95457,56.128026,1.458
9.95457,56.128026,1.452
9.95457,56.128026,1.422
9.95457,56.128026,1.441
9.95457,56.128026,1.432
9.95457,56.128026,1.415
9.95457,56.128026,1.444
9.95457,56.128026,1.401
9.95457,56.128026,1.393
9.95457,56.128026,1.382
9.95457,56.128026,1.369
9.95457,56.128026,1.363
9.95457,56.128026,1.355
9.95457,56.128026,1.349
9.95457,56.128026,1.35
9.95457,56.128026,1.363
9.95457,56.128026,1.361
9.954569,56.128026,1.37
9.954569,56.128026,1.372
9.954569,56.128026,1.321
9.95457,56.128026,1.34
9.95457,56.128026,1.352
9.95457,56.128027,1.39
9.95457,56.128027,1.485
9.95457,56.128027,1.544
9.95457,56.128027,1.548
9.95457,56.128027,1.605
9.954437,56.128109,1.355
9.954437,56.12811,1.175
9.954437,56.12811,1.149
9.954437,56.128109,1.083
9.954437,56.128109,1.064
9.954438,56.128109,0.975
9.954438,56.128109,0.95
9.954438,56.128109,0.919
9.954438,56.128109,0.906
9.954438,56.128109,0.898
9.954438,56.128109,0.878
9.954438,56.128109,0.861
9.954438,56.128108,0.85
9.954438,56.128108,0.829
9.954438,56.128108,0.861
9.954438,56.128108,0.835
9.954438,56.128108,0.801
9.954438,56.128108,0.819
9.954439,56.128108,0.794
9.954439,56.128108,0.785
9.954439,56.128108,0.801
9.954439,56.128108,0.804
9.954439,56.128108,0.841
9.954439,56.128108,0.842
9.954439,56.128108,0.89
9.954439,56.128108,0.912
9.954439,56.128108,0.888
9.954439,56.128108,0.89
9.954439,56.128108,0.884
9.954439,56.128108,0.914
9.954439,56.128108,0.889
9.954439,56.128108,0.871
9.954439,56.128108,0.862
9.954439,56.128108,0.863
9.954439,56.128108,0.912
9.954439,56.128108,0.867
9.954439,56.128108,0.882
9.954439,56.128108,0.9
9.954439,56.128108,0.863
9.954439,56.128108,0.874
9.954439,56.128108,0.858
9.954439,56.128108,0.896
9.954439,56.128108,0.875
9.954439,56.128108,0.888
9.954439,56.128108,0.875
9.954439,56.128109,0.886
9.954439,56.128109,0.878
9.954439,56.128109,0.863
9.954439,56.128109,0.86
9.954439,56.128109,0.88
9.954439,56.128109,0.858
9.954439,56.128109,0.869
9.954439,56.128109,0.88
9.954439,56.128109,0.867
9.954438,56.128109,0.853
9.954438,56.128109,0.853
9.954438,56.128109,0.856
9.954438,56.128109,0.877
9.954438,56.128109,0.875
9.954438,56.128109,0.896
9.954438,56.128109,0.874
9.954438,56.128109,0.847
9.954438,56.128109,0.853
9.954438,56.128109,0.866
9.954438,56.128109,0.884
9.954438,56.128109,0.894
9.954438,56.128109,0.922
9.954438,56.128109,0.96
9.954438,56.128109,1.002
9.954438,56.128109,1.052
9.954438,56.128109,1.107
9.954438,56.128109,1.161
9.954438,56.128109,1.212
9.954438,56.128109,1.262
9.954438,56.128109,1.315
9.954438,56.128109,1.376
9.954437,56.128109,1.438
9.954437,56.128109,1.515
9.954437,56.128109,1.529
9.954437,56.128109,1.558
9.954437,56.128109,1.596
9.954437,56.128109,1.646
9.954342,56.12818,1.621
9.954342,56.12818,1.422
9.954342,56.12818,1.385
9.954342,56.12818,1.352
9.954342,56.12818,1.33
9.954342,56.12818,1.321
9.954342,56.12818,1.314
9.954342,56.12818,1.248
9.954342,56.12818,1.254
9.954342,56.12818,1.247
9.954342,56.12818,1.238
9.954342,56.12818,1.241
9.954342,56.12818,1.24
9.954342,56.12818,1.243
9.954342,56.12818,1.244
9.954343,56.12818,1.236
9.954343,56.12818,1.259
9.954343,56.12818,1.254
9.954343,56.12818,1.259
9.954343,56.12818,1.263
9.954343,56.12818,1.244
9.954343,56.12818,1.238
9.954343,56.12818,1.241
9.954343,56.12818,1.249
9.954343,56.12818,1.239
9.954343,56.12818,1.246
9.954343,56.12818,1.256
9.954343,56.12818,1.25
9.954343,56.12818,1.246
9.954343,56.12818,1.262
9.954343,56.12818,1.256
9.954343,56.12818,1.271
9.954343,56.12818,1.252
9.954343,56.12818,1.254
9.954343,56.12818,1.256
9.954343,56.12818,1.242
9.954343,56.12818,1.239
9.954343,56.12818,1.235
9.954343,56.12818,1.231
9.954343,56.12818,1.231
9.954343,56.128181,1.245
9.954343,56.128181,1.238
9.954343,56.128181,1.234
9.954343,56.128181,1.238
9.954343,56.128181,1.245
9.954343,56.128181,1.253
9.954343,56.128181,1.252
9.954343,56.128181,1.249
9.954343,56.128181,1.241
9.954343,56.128181,1.235
9.954343,56.128181,1.242
9.954343,56.128181,1.246
9.954343,56.128181,1.25
9.954343,56.128181,1.261
9.954343,56.128181,1.268
9.954343,56.128181,1.278
9.954343,56.128181,1.276
9.954343,56.128181,1.278
9.954343,56.128181,1.276
9.954343,56.128181,1.279
9.954343,56.128181,1.284
9.954343,56.128181,1.286
9.954343,56.128181,1.29
9.954343,56.128181,1.315
9.954343,56.128181,1.319
9.954343,56.128181,1.338
9.954343,56.128181,1.381
9.954344,56.128181,1.448
9.954343,56.128181,1.531
9.954238,56.128247,1.551
9.954238,56.128247,1.467
9.954238,56.128247,1.393
9.954238,56.128247,1.37
9.954238,56.128247,1.406
9.954238,56.128247,1.362
9.954239,56.128247,1.379
9.954239,56.128247,1.347
9.95424,56.128247,1.353
9.954239,56.128247,1.366
9.954239,56.128247,1.388
9.954239,56.128248,1.352
9.954239,56.128248,1.384
9.954239,56.128248,1.356
9.954238,56.128248,1.363
9.954238,56.128248,1.382
9.954238,56.128248,1.359
9.954238,56.128248,1.358
9.954238,56.128248,1.362
9.954237,56.128248,1.36
9.954237,56.128248,1.355
9.954237,56.128248,1.363
9.954237,56.128248,1.39
9.954237,56.128248,1.362
9.954237,56.128248,1.362
9.954237,56.128248,1.372
9.954237,56.128248,1.362
9.954237,56.128249,1.37
9.954237,56.128249,1.376
9.954237,56.128249,1.375
9.954237,56.128249,1.379
9.954236,56.128249,1.371
9.954237,56.128249,1.378
9.954237,56.12825,1.4
9.954237,56.12825,1.419
9.954237,56.12825,1.443
9.954237,56.12825,1.504
9.954237,56.12825,1.526
9.954237,56.12825,1.581
9.954157,56.128312,1.372
9.954157,56.128312,1.335
9.954157,56.128312,1.298
9.954157,56.128313,1.265
9.954157,56.128313,1.278
9.954157,56.128313,1.23
9.954157,56.128313,1.221
9.954157,56.128313,1.234
9.954157,56.128313,1.214
9.954157,56.128313,1.217
9.954157,56.128313,1.237
9.954157,56.128313,1.227
9.954157,56.128313,1.225
9.954157,56.128313,1.236
9.954157,56.128313,1.245
9.954157,56.128313,1.259
9.954157,56.128313,1.265
9.954157,56.128313,1.292
9.954157,56.128313,1.243
9.954158,56.128313,1.273
9.954158,56.128313,1.259
9.954158,56.128313,1.242
9.954158,56.128313,1.213
9.954158,56.128314,1.246
9.954158,56.128314,1.206
9.954157,56.128314,1.213
9.954157,56.128314,1.207
9.954157,56.128315,1.237
9.954157,56.128315,1.198
9.954156,56.128315,1.197
9.954156,56.128315,1.196
9.954156,56.128316,1.229
9.954155,56.128316,1.195
9.954154,56.128317,1.184
9.954154,56.128317,1.175
9.954154,56.128317,1.168
9.954153,56.128318,1.172
9.954153,56.128318,1.157
9.954152,56.128318,1.156
9.954152,56.128319,1.154
9.954151,56.128319,1.149
9.954151,56.128319,1.196
9.95415,56.128319,1.126
9.95415,56.12832,1.132
9.954149,56.12832,1.107
9.954149,56.12832,1.152
9.954148,56.128321,1.126
9.954148,56.128321,1.08
9.954147,56.128322,1.106
9.954146,56.128322,1.1
9.954146,56.128323,1.088
9.954145,56.128323,1.073
9.954145,56.128323,1.057
9.954144,56.128324,1.075
9.954144,56.128324,1.073
9.954143,56.128325,1.044
9.954142,56.128326,1.078
9.954141,56.128327,1.068
9.95414,56.128327,1.076
9.95414,56.128327,1.068
9.954139,56.128328,1.06
9.954139,56.128328,1.066
9.954138,56.128329,1.056
9.954137,56.12833,1.057
9.954136,56.12833,1.042
9.954136,56.128331,1.062
9.954135,56.128331,1.043
9.954135,56.128331,1.016
9.954134,56.128332,1.036
9.954134,56.128332,1.063
9.954133,56.128332,1.039
9.954132,56.128333,1.056
9.954131,56.128334,1.038
9.95413,56.128334,1.016
9.95413,56.128334,1.039
